sentence,log-prob-pcfg_mean,rating_gram_mean,rating_frequency_mean,rating_conversational_mean,dep_length_mean,avg_word_freq_zipf,avg_word_length
"""I think it's overblown,"" he said.",-8.2975136363636,6.5294117647059,5.1875,3.6666666666667,2.5454545454545454,5.93,3.5714285714285716
A bunny can be fluffy sometimes.,-10.9251742857143,6.8333333333333,5.1875,4.9375,1.4285714285714286,5.56,4.333333333333333
A car drove down the road.,-9.97484,7.0,6.625,5.9375,1.4285714285714286,6.003333333333334,3.3333333333333335
"A childish notion, to be sure.",-8.94180625,6.5333333333333,4.6666666666667,4.2666666666667,1.75,5.858333333333333,3.8333333333333335
A cigarette would taste particularly good.,-11.7069014285714,6.75,5.2352941176471,5.0666666666667,1.4285714285714286,5.583333333333333,6.0
A creature both demon and beast.,-14.0799685714286,5.3636363636364,3.4375,3.25,1.7142857142857142,5.511666666666667,4.333333333333333
A fully substantiated and provable fact.,-13.5989785714286,6.3076923076923,4.2941176470588,4.5,1.8571428571428572,5.065,5.666666666666667
"A game of football, I suggest?",-10.5638075,4.8823529411765,3.6428571428571,4.5384615384615,1.5,6.238333333333333,3.8333333333333335
A gun fired into the air.,-10.1917957142857,6.6,5.3888888888889,4.2666666666667,1.4285714285714286,6.026666666666666,3.1666666666666665
A king must have an heir.,-9.7905,6.9,3.4,3.3571428571429,1.4285714285714286,5.890000000000001,3.1666666666666665
A large band played folk tunes.,-11.7092928571429,6.9411764705882,5.6875,4.2,1.4285714285714286,5.156666666666667,4.166666666666667
A letter awaited her at Princeton.,-10.848719999999998,6.7647058823529,4.4285714285714,3.3076923076923,1.4285714285714286,5.456666666666667,4.666666666666667
"A little scary, but not surprising.",-11.576295,6.7333333333333,5.6,5.5384615384615,1.875,5.846666666666667,4.666666666666667
A loud rumbling noise interrupted him.,-13.113587142857098,6.7272727272727,4.736842105263199,2.8125,1.4285714285714286,4.8933333333333335,5.333333333333333
A monkey with a bird's voice!,-12.583915,6.5333333333333,1.6,3.1538461538462,2.0,5.885714285714286,3.2857142857142856
A must for all hosta collections.,-13.14174,5.9411764705882,2.0,2.1538461538462,1.8571428571428572,5.419999999999999,4.5
A photo appears on the screen.,-9.9584957142857,6.7058823529412,5.8823529411765,4.0,1.4285714285714286,6.11,4.0
A shower and clean clothes helped.,-11.6048185714286,6.4705882352941,6.0,5.9375,1.7142857142857142,5.64,4.666666666666667
A student intellectual turned leftist radical.,-12.9835014285714,5.4705882352941,3.2352941176471,2.9444444444444,1.4285714285714286,4.954999999999999,6.666666666666667
A tall man with sun-streaked hair.,-13.1508271428571,6.5833333333333,4.3529411764706,3.3333333333333,2.0,5.337142857142856,3.857142857142857
"A test was necessary, she decided.",-9.235247499999998,6.5454545454545,4.625,3.9166666666667,1.375,5.938333333333333,4.5
A tree covered with red berries.,-12.0626971428571,6.5,5.2941176470588,3.7647058823529,1.5714285714285714,5.463333333333334,4.333333333333333
A vampire can full on cry?,-13.6205428571429,5.2352941176471,3.1764705882353,4.0,1.2857142857142858,5.815,3.3333333333333335
A voice came over his radio.,-10.1256071428571,6.8823529411765,5.1428571428571,3.7692307692308,1.4285714285714286,5.921666666666666,3.6666666666666665
A wooden table lay between them.,-10.8174785714286,6.75,3.3333333333333,3.25,1.2857142857142858,5.5566666666666675,4.333333333333333
A work of art in itself.,-9.9744357142857,6.125,5.6428571428571,4.9411764705882,1.7142857142857142,6.396666666666667,3.0
AWA shall provide applicable training materials.,-12.47323,6.5,3.2857142857143,3.0,1.8571428571428572,4.5200000000000005,7.0
Across the street was a pub.,-10.8462028571429,6.5454545454545,5.8125,5.4166666666667,1.7142857142857142,6.111666666666667,3.6666666666666665
Addiction is not a pretty face.,-10.3282671428571,6.0833333333333,3.9411764705881995,4.2,2.0,6.015000000000001,4.166666666666667
Adding this one to my list!,-12.72959,6.2222222222222,6.2941176470588,6.2941176470588,2.142857142857143,6.206666666666667,3.5
Admin coordinators do primarily administrative work.,-12.6514057142857,6.4375,4.5,3.6470588235294,1.5714285714285714,4.6883333333333335,7.666666666666667
Afraid of what she might do.,-9.4090757142857,5.7692307692308,4.7058823529412,5.6666666666667,2.4285714285714284,6.125,3.6666666666666665
"After that, no others remained intact.",-8.66051125,6.6470588235294,3.1764705882353,3.6111111111111,1.75,5.581666666666667,5.166666666666667
"After that, what do we do?",-7.31066625,6.7272727272727,6.263157894736801,6.625,2.25,6.456666666666667,3.1666666666666665
"Again, it's been nearly a week.",-7.411037777777799,6.9230769230769,6.0588235294118,6.0,2.111111111111111,6.1000000000000005,3.4285714285714284
All sorts of treasure there too.,-12.962321428571402,5.1875,3.3333333333333,5.25,2.142857142857143,5.760000000000001,4.333333333333333
All the way to the rear!,-11.6712785714286,6.2352941176471,4.0588235294118,4.8125,1.4285714285714286,6.641666666666667,3.0
Already inflation was destabilizing financial markets.,-10.32366,5.4117647058824,4.5384615384615,3.1333333333333,1.8571428571428572,4.824999999999999,8.0
Amazing place to learn martial arts.,-13.4259542857143,6.1176470588235,4.2352941176471,4.6666666666667,1.7142857142857142,5.3616666666666655,5.0
An escalating excitement hurried her words.,-13.2081457142857,6.6363636363636,2.7894736842105,1.5625,1.4285714285714286,4.78,6.166666666666667
And I've actually spoken with him.,-8.4569525,6.3888888888889,6.0625,5.9375,1.875,5.994285714285714,4.0
And beautiful and smart and witty.,-12.3861242857143,4.5833333333333,4.4117647058824,5.1333333333333,1.7142857142857142,5.973333333333334,4.666666666666667
And command doesn't first believe them.,-9.44262375,5.4166666666667,1.75,2.6153846153846,2.25,5.605714285714285,4.714285714285714
And how do you get one?,-8.7075728571429,6.0909090909091,6.3684210526316,6.3125,1.8571428571428572,6.621666666666666,2.8333333333333335
And how does it impact mobile?,-10.7818871428571,6.4615384615385,3.5882352941176,4.75,1.8571428571428572,6.0183333333333335,4.0
And it was boring and miserable.,-7.7899185714286,6.3333333333333,5.9375,6.1538461538462,1.5714285714285714,6.181666666666666,4.333333333333333
And please not over the phone.,-9.94864,5.5333333333333,4.8333333333333,5.2666666666667,1.7142857142857142,6.478333333333334,4.0
"And she smiled, a little nervously.",-10.14765625,6.3125,5.1428571428571,4.2352941176471,1.875,5.651666666666667,4.666666666666667
And so very thoughtful of you.,-10.7855514285714,6.0,4.4,5.5384615384615,1.5714285714285714,6.3566666666666665,4.0
And some green beans and tomatoes.,-12.762821428571401,5.0833333333333,4.8823529411765,5.1333333333333,1.7142857142857142,5.698333333333333,4.666666666666667
And stitches all over the place.,-10.191965714285702,5.4444444444444,3.1764705882353,3.4705882352941,1.7142857142857142,6.171666666666666,4.333333333333333
And that is a direct strategy.,-7.4454657142857,5.9444444444444,5.0625,4.75,1.8571428571428572,6.416666666666668,4.0
And that is immigration form changes.,-10.6781742857143,4.8235294117647,2.0588235294118,1.7777777777778,1.8571428571428572,6.065,5.166666666666667
And that's the power you have.,-8.23721625,6.5,4.625,4.6153846153846,1.75,6.745714285714286,3.4285714285714284
And the criminal investigation will continue.,-8.5945014285714,6.4666666666667,5.2666666666667,4.3846153846154,1.7142857142857142,6.028333333333333,6.5
And tomorrow would be another day.,-8.2515585714286,5.8235294117647,5.25,4.8,1.7142857142857142,6.196666666666666,4.666666666666667
And we need a spy camera.,-9.6103242857143,6.0,3.4285714285714,6.2142857142857,1.8571428571428572,6.064999999999999,3.1666666666666665
"And with your arrogance, it seems.",-10.0571375,5.4,3.0714285714286,5.6428571428571,2.25,6.088333333333334,4.5
And yet it's come so quickly.,-8.32199,6.4705882352941,5.1176470588235,5.3333333333333,2.0,6.151428571428572,3.2857142857142856
And you can ask me why.,-9.9620771428571,5.8,5.5,5.7857142857143,1.7142857142857142,6.433333333333334,2.8333333333333335
Another dance is about to begin.,-8.8850942857143,6.8,4.9333333333333,4.5,1.4285714285714286,6.0683333333333325,4.333333333333333
Another driver waited in a car.,-10.1178728571429,6.625,3.8,4.25,1.4285714285714286,5.805,4.166666666666667
"Another mourner, another well-wisher, another liar.",-13.0597744444444,5.7272727272727,3.1875,3.3333333333333,2.4545454545454546,4.532857142857143,6.0
Another spike in unemployment was predicted.,-12.0437142857143,6.7,5.3333333333333,3.5714285714286,1.2857142857142858,5.3549999999999995,6.333333333333333
"Anyway, all that and much more.",-14.22665625,5.0,4.6315789473684,4.875,2.125,6.368333333333333,4.0
"Appears to be far, far older.",-10.63669,5.9230769230769,4.4117647058824,5.3333333333333,2.5,5.829999999999999,3.6666666666666665
Approaching shore their masts appeared first.,-14.3663614285714,5.0588235294118,2.5,1.9230769230769,1.7142857142857142,4.776666666666666,6.5
Are they going to expel her?,-11.1438728571429,6.9411764705882,5.5625,5.8666666666667,1.5714285714285714,6.028333333333332,3.6666666666666665
Are you ready for an exploration?,-11.0247371428571,6.1764705882353,4.0,5.5384615384615,1.8571428571428572,6.121666666666666,4.5
Armed security guards arrived in force.,-12.0289285714286,6.9333333333333,4.6,3.6153846153846,1.2857142857142858,5.233333333333333,5.5
Arrange both windows as you like.,-13.3583628571429,6.5833333333333,4.1176470588235,5.2,2.4285714285714284,5.778333333333333,4.5
As for the real deal: taxes.,-10.751805,5.0555555555556,2.7857142857143,2.9285714285714,3.125,6.18,3.5
As if that would impress anyone.,-11.2829542857143,6.1176470588235,5.8823529411765,6.0625,1.8571428571428572,5.971666666666667,4.333333333333333
As with ectopic division and apoptosis.,-16.2993885714286,4.6111111111111,2.4117647058824,1.4705882352940998,1.8571428571428572,5.256666666666667,5.5
Asked her question and did nothing.,-12.6314257142857,4.2,2.4666666666667,3.5714285714286,2.4285714285714284,5.978333333333333,4.833333333333333
"At least three, maybe four kids.",-12.0545875,5.7333333333333,5.0,5.5384615384615,1.5,5.696666666666666,4.166666666666667
"Back to your cage, little bird.",-11.83397375,6.8666666666667,3.1333333333333,3.9285714285714,2.0,5.751666666666666,4.0
Back with more right after this.,-10.8406914285714,6.0555555555556,6.3125,3.9375,1.7142857142857142,6.3566666666666665,4.333333333333333
Balenciaga is her favorite European designer.,-11.5354671428571,6.9411764705882,4.5882352941176,5.1875,2.2857142857142856,5.06,6.5
Bare concrete floor met unpainted drywall.,-14.8376085714286,5.7333333333333,3.0,2.1428571428571,1.4285714285714286,3.9983333333333335,6.0
Be prepared for various weather conditions.,-12.1367485714286,7.0,6.4375,5.0,2.0,5.585000000000001,6.166666666666667
Because I couldn't work it out.,-7.28189125,6.0909090909091,5.5789473684211,5.9375,2.0,6.007142857142858,3.5714285714285716
Because... I didn't think I would?,-9.7793144444444,5.6,5.2,5.4285714285714,2.0,6.014285714285713,3.5714285714285716
"Become someone successful, or even famous.",-11.702775,5.4444444444444,4.2352941176471,3.7058823529412,2.125,5.5566666666666675,5.833333333333333
"Before that, he had no records.",-8.402015,6.5454545454545,5.125,5.0,1.75,6.201666666666667,4.0
"Besides, it would be terribly unsafe.",-8.23904375,6.7333333333333,5.2666666666667,5.1428571428571,2.0,5.37,5.0
Beyond the limits of the law.,-9.4806071428571,6.4,4.5714285714286,4.1428571428571,1.8571428571428572,6.295000000000001,3.8333333333333335
"Boon Jin, you are the man!!!",-13.082864,6.0909090909091,2.2631578947368,5.125,2.2,5.783333333333334,3.1666666666666665
Both Tina and Vicky are excellent.,-11.8269028571429,6.5882352941176,5.1764705882353,5.5625,1.4285714285714286,5.296666666666668,4.666666666666667
"Both mentally and physically, you're attracted.",-10.9370111111111,5.0588235294118,5.0,3.8,1.8888888888888888,5.46,5.714285714285714
"Both wearing white, untucked, long-sleeved shirts.",-13.3903655555556,5.9,3.4,3.6428571428571,4.090909090909091,4.438571428571428,5.857142857142857
"Boy, I'm taking a deep breath.",-10.8304277777778,6.2777777777778,5.1176470588235,4.5882352941176,2.2222222222222223,5.71,3.2857142857142856
Bright lights shining in my eyes.,-12.5344085714286,6.0555555555556,5.4285714285714,4.3571428571429,1.5714285714285714,5.38,4.5
Bullets began to snap past him.,-11.4475557142857,6.8,3.5,3.6,1.5714285714285714,5.366666666666667,4.166666666666667
"Business in Silverburn Shopping Centre, Glasgow.",-13.32951125,5.4705882352941,1.5294117647059002,1.7777777777778,2.125,4.64,6.833333333333333
But I knowingly abuse their confidence.,-11.0776385714286,6.1818181818182,3.3684210526315996,4.0625,1.7142857142857142,5.476666666666667,5.5
But I may be incredibly ill-advised.,-9.3464028571429,5.9090909090909,4.0625,4.5,2.3333333333333335,5.681428571428571,4.142857142857143
"But he had a dog, yeah?",-10.58384125,5.75,3.5333333333333,5.875,2.25,6.246666666666666,2.6666666666666665
But her eyes betrayed the truth.,-9.7196871428571,6.3888888888889,5.4285714285714,4.2142857142857,1.5714285714285714,5.78,4.333333333333333
But it was a fun run.,-7.6412885714286,6.3888888888889,5.4285714285714,5.6428571428571,1.8571428571428572,6.425,2.5
But many U.S. customs confuse them.,-10.8337785714286,5.8823529411765,3.9411764705881995,3.8125,1.5714285714285714,5.316666666666667,4.833333333333333
But monopolies have been regulated before.,-9.5613057142857,5.9375,3.4,4.3125,1.8571428571428572,5.436666666666667,6.0
But nothing like those stomach cramps.,-12.1641314285714,6.25,4.8125,5.1538461538462,1.8571428571428572,5.371666666666667,5.333333333333333
"But please, not Mr. Boutros-Ghali again.",-11.15274875,6.4117647058824,2.5714285714286,3.0769230769231,2.8,4.932857142857143,4.571428571428571
But that argument isn't always convincing.,-9.30610375,6.5,5.5882352941176,5.5882352941176,1.875,5.522857142857142,5.142857142857143
But that could cause another problem:,-9.8570014285714,5.7647058823529,5.8823529411765,5.5,1.7142857142857142,6.031666666666666,5.166666666666667
But that is a minor factor.,-7.5540314285714,6.2777777777778,4.8235294117647,5.1176470588235,1.8571428571428572,6.226666666666667,3.5
But the job with the blacksmith?,-13.615910000000001,4.9333333333333,2.5333333333333,3.3846153846154,1.5714285714285714,6.283333333333332,4.333333333333333
But then again he could be!,-10.2549942857143,6.2307692307692,5.1176470588235,6.1666666666667,2.2857142857142856,6.323333333333333,3.5
But then somehow I stopped myself.,-10.27376,6.3333333333333,5.5625,5.6153846153846,1.8571428571428572,5.745,4.666666666666667
But two groups are in confrontation.,-8.79276,6.0,4.0714285714286,3.7142857142857,1.4285714285714286,5.930000000000001,5.0
Can I wear a long dress?,-11.2557357142857,7.0,6.3125,6.4,1.8571428571428572,6.066666666666666,3.0
Can we pursue him for robbery?,-11.94297,6.8235294117647,3.9411764705881995,5.0625,1.5714285714285714,5.724999999999999,4.0
Can't go anywhere without an inhaler.,-11.87918375,5.5882352941176,5.1176470588235,5.25,1.75,4.875714285714286,4.428571428571429
"Carefully though, he packed them away.",-10.52188125,5.7058823529412,4.7692307692308,2.9333333333333,2.0,5.461666666666667,5.166666666666667
Carve one in your chosen medium.,-12.7067628571429,6.4,3.2222222222222,2.3333333333333,2.142857142857143,5.483333333333333,4.333333333333333
"Cattle, wagons, horses, all going west.",-12.094353,5.5625,3.2857142857143,2.8823529411765,1.8,4.966666666666667,5.0
Central Park was across the roadway.,-9.669341428571402,6.8235294117647,4.9411764705882,5.0625,1.4285714285714286,5.575,5.0
Check out the inspiration board below.,-13.05908,6.9375,4.4285714285714,4.7058823529412,2.7142857142857144,5.6866666666666665,5.333333333333333
Check some of my reference books.,-12.213841428571397,6.625,4.0,5.125,2.0,5.895,4.5
Click here to sign the petition.,-11.1961128571429,6.9411764705882,6.6428571428571,3.7692307692308,2.0,5.888333333333333,4.333333333333333
"Cod, orange roughy, salmon, and tuna.",-12.136712,4.8235294117647,2.5,3.3076923076923,2.3,4.226666666666667,4.666666666666667
Coldwell Banker Previews had the listing.,-12.0055057142857,6.1111111111111,3.25,2.9375,1.4285714285714286,4.640000000000001,5.833333333333333
"Color-wise, silver and pink are good.",-10.6369,6.3333333333333,3.6,4.7857142857143,1.7,5.574285714285714,4.142857142857143
Confessing your sins is the escape.,-12.267571428571403,6.2,3.4444444444444,3.4666666666667,1.7142857142857142,5.515,4.833333333333333
"Consciously lying, he amended to himself..",-14.82574,5.1111111111111,2.5,2.0625,1.5,5.22,5.666666666666667
Consequences to us could prove fatal.,-10.5876985714286,5.7692307692308,4.1764705882353,4.25,1.4285714285714286,5.478333333333333,5.166666666666667
Could Serenvin Help You Fall Asleep?,-16.3228857142857,5.8333333333333,3.0,3.3846153846154,1.5714285714285714,4.713333333333333,5.0
Could a spark explode the fuel?,-13.2789057142857,5.9411764705882,3.8461538461538,4.0666666666667,1.5714285714285714,5.61,4.166666666666667
Could this all be a test?,-10.2196271428571,5.5833333333333,5.6470588235294,5.7333333333333,1.7142857142857142,6.456666666666666,3.1666666666666665
Could you loan it to me?,-9.9413871428571,6.8823529411765,6.0714285714286,6.5384615384615,1.5714285714285714,6.43,3.0
Coupon three-month London Interbank Offered Rate.,-15.705485714285699,3.0769230769231,1.4705882352940998,1.0,2.2222222222222223,4.672857142857143,6.0
"Craig, darling are you in there?",-11.1967975,6.1764705882353,4.75,5.6,1.75,5.928333333333334,4.166666666666667
"Crisp, fresh onion, just enough cilantro.",-12.1516811111111,5.2777777777778,4.3529411764706,4.0,2.0,4.546666666666667,5.5
"Curing countless diseases, not just ours.",-12.64413,6.0,3.6428571428571,3.4705882352941,2.25,4.81,5.666666666666667
Cut clay top and base pieces.,-13.4867571428571,4.25,2.2,2.5,1.8571428571428572,5.38,3.8333333333333335
"Dan Schorr, of course, joins us.",-10.6292544444444,5.6875,2.2857142857143,2.5882352941176,2.0,4.901666666666666,4.0
"Day before tomorrow, day after yesterday.",-12.19649375,5.4117647058824,2.7647058823529,2.4444444444444,2.25,5.645,5.666666666666667
Dennis doesn't recall that it happened.,-9.30915,6.5625,3.6666666666667,4.625,2.0,5.282857142857142,4.714285714285714
Describing migration and life history patterns.,-14.1860057142857,5.4,3.0666666666667,2.1428571428571,2.7142857142857144,5.245,6.833333333333333
Did permission have to be granted?,-10.4666528571429,6.5333333333333,5.0,5.0,1.8571428571428572,6.0,4.666666666666667
Did you have a medical examination?,-9.9483557142857,6.8888888888889,5.8235294117647,5.0588235294118,1.8571428571428572,6.071666666666666,4.833333333333333
Did your wishes ever come true?,-11.5819457142857,7.0,5.2666666666667,4.9285714285714,1.5714285714285714,5.613333333333333,4.166666666666667
"Dirty, smelly clothes littered the floor.",-12.56893,6.7333333333333,5.0555555555556,3.5333333333333,1.5,4.721666666666667,5.666666666666667
Diver on crew boat retrieves cargo.,-15.3705714285714,5.8666666666667,3.0666666666667,2.0,1.5714285714285714,4.403333333333333,4.833333333333333
Do any stand out in particular?,-10.6368542857143,6.4545454545455,5.8125,5.75,1.5714285714285714,6.034999999999999,4.166666666666667
Do not betray me in this.,-9.38306,5.625,4.2,4.4375,1.5714285714285714,6.171666666666667,3.1666666666666665
Do you have 2 memory DIMMS?,-11.5121628571429,5.8235294117647,1.8461538461538,1.3333333333333,1.8571428571428572,5.465,3.5
Do you have any Japanese foods?,-10.1294942857143,6.4,4.6666666666667,4.8461538461538,1.8571428571428572,5.888333333333333,4.166666666666667
Do you worship at their temple?,-11.54134,6.9333333333333,4.2222222222222,5.4,1.5714285714285714,5.8500000000000005,4.166666666666667
Does he have a name badge?,-10.5592471428571,7.0,5.1333333333333,6.2857142857143,1.8571428571428572,6.021666666666666,3.3333333333333335
Don't be in a hurry though.,-8.39554625,6.25,6.2142857142857,6.0,2.0,5.855714285714285,3.0
Doubly important ones can be asterisked.,-11.6018271428571,5.7272727272727,2.4375,3.5833333333333,1.2857142857142858,4.6866666666666665,5.666666666666667
Down by the abandoned train station.,-11.5357242857143,6.4117647058824,3.4117647058824,4.5555555555556,2.4285714285714284,5.773333333333333,5.0
Each block can be individually deleted.,-11.28433,6.9090909090909,4.5625,5.0833333333333,1.7142857142857142,5.316666666666666,5.5
Each has its own elected officials.,-9.8365928571429,6.2666666666667,4.4,3.3571428571429,2.2857142857142856,5.541666666666667,4.833333333333333
Elizabeth Way was the first operator.,-9.5980414285714,6.8181818181818,3.0625,3.5833333333333,1.7142857142857142,5.91,5.166666666666667
"Ellie, it was a formal party...",-10.6100025,6.0,3.2666666666667,5.1875,2.0,5.781666666666666,3.6666666666666665
"Emilio, stand up for a second.",-8.341625,6.8666666666667,3.4666666666667,4.8571428571429,1.75,5.78,3.8333333333333335
Enjoy and stay connected with us!!,-14.3536275,6.2777777777778,5.7647058823529,4.6470588235294,2.375,5.8999999999999995,4.5
Enough of all this tedious self-justification.,-13.2854685714286,6.1111111111111,4.4117647058824,4.5294117647059,3.3333333333333335,5.551428571428572,5.571428571428571
Especially the priest in our church.,-13.09802,6.0,4.25,5.4375,1.5714285714285714,5.973333333333334,5.0
Estimated electricity use in residential sector.,-13.4141328571429,5.5333333333333,3.4,2.6923076923077,1.5714285714285714,5.1866666666666665,7.0
Eventually some of them became legends.,-10.9845457142857,6.6666666666667,4.9411764705882,4.3529411764706,1.7142857142857142,5.648333333333333,5.5
"Eventually the bleeding stopped, buying time.",-10.78813625,6.0,3.9473684210526,2.4375,1.625,5.428333333333334,6.333333333333333
Every meeting needs to be strong.,-8.0009228571429,6.5,4.4705882352941,3.6470588235294,1.4285714285714286,5.958333333333333,4.5
Every now and then she stopped.,-12.2691928571429,6.2,5.0666666666667,4.3571428571429,1.1428571428571428,6.091666666666666,4.166666666666667
Every second counts on race day.,-11.4155342857143,6.8888888888889,5.7142857142857,4.9285714285714,1.5714285714285714,5.6066666666666665,4.333333333333333
Everyone finished eating every delicious bite.,-13.498735714285699,6.5384615384615,4.7058823529412,4.6666666666667,1.8571428571428572,4.95,6.666666666666667
Everyone is to be a participant.,-7.9967185714286,5.9090909090909,4.4210526315789,4.6875,1.7142857142857142,6.316666666666666,4.333333333333333
Everything changed for all of us.,-9.2425514285714,6.75,5.2666666666667,5.25,1.4285714285714286,6.263333333333333,4.5
"Eyes turned to him, surprisingly bright.",-10.19157875,6.1538461538462,3.7647058823529,2.4166666666667,2.25,5.423333333333333,5.5
Faint bitterness and a relaxing flavor.,-13.3952914285714,6.3333333333333,2.75,3.0769230769231,2.0,4.989999999999999,5.5
"Fairly sweet with solid, rounded body.",-13.53106375,5.7333333333333,2.4285714285714,3.3571428571429,2.25,5.0616666666666665,5.166666666666667
"Finally, he was this past Friday.",-7.752967875,5.1666666666667,2.6470588235294,2.4666666666667,1.875,5.97,4.333333333333333
"First of all, visit Disney Store.",-10.429075,5.0,3.6315789473684004,4.5,1.625,5.746666666666667,4.333333333333333
Fishes swimming in a turquoise paradise.,-13.612510000000002,6.2941176470588,2.3529411764706,2.8333333333333,1.8571428571428572,4.995,5.666666666666667
Five Toes: Silkies have five toes.,-13.61408875,4.8823529411765,1.2352941176471,1.5,1.5,4.49,4.5
Fleas infected with plague literally starve.,-14.6528057142857,6.3846153846154,2.8823529411765,3.75,1.4285714285714286,4.401666666666666,6.333333333333333
"Fleet National Bank, Hartford, is trustee.",-10.4311166666667,5.6666666666667,1.875,2.7692307692308,1.7777777777777777,4.898333333333333,5.666666666666667
Flexible packages to fit every budget.,-11.6049857142857,5.8333333333333,5.5,3.25,1.7142857142857142,5.1883333333333335,5.333333333333333
Floor to ceiling windows covered it.,-12.6559,5.7058823529412,3.75,3.8666666666667,1.4285714285714286,5.508333333333334,5.0
For every room of the house.,-10.9092771428571,5.9230769230769,4.5294117647059,4.9166666666667,1.8571428571428572,6.505000000000002,3.6666666666666665
"For example, text, textarea, checkbox etc.",-11.0296471,5.0,2.0,1.5,1.9,4.325,5.5
"For purely constitutional reasons, of course.",-12.21315875,6.1764705882353,4.875,3.9333333333333,1.75,5.534999999999999,6.333333333333333
For what do the utopians labor??,-12.38852875,5.6923076923077,2.2352941176471,2.25,2.625,5.668333333333334,4.166666666666667
Forgive me if I frighten you.,-13.4191171428571,6.8125,4.5,5.2352941176471,2.142857142857143,5.724999999999999,3.8333333333333335
Form clay strip into a cylinder.,-13.6000357142857,5.3636363636364,2.5263157894737,1.75,1.5714285714285714,5.236666666666667,4.333333333333333
"Fortunately, she was not easily deterred.",-9.36905325,6.8823529411765,5.3125,4.8,2.75,5.258333333333334,5.666666666666667
"Fred Mullen from Mercer Island, Wash.",-13.4617925,4.8181818181818,1.9473684210526,1.9375,1.1428571428571428,4.476666666666667,5.166666666666667
Fredriksson was the acting news editor.,-10.8197442857143,6.7272727272727,2.5789473684211,3.125,2.2857142857142856,5.163333333333334,5.5
From northern waste to southern hill.,-13.3822614285714,6.3333333333333,2.1875,2.4615384615385,1.8571428571428572,5.563333333333333,5.166666666666667
From some historian his father met.,-12.6296585714286,3.8333333333333,2.7058823529412,3.0,1.5714285714285714,5.598333333333334,4.833333333333333
From the Baldy tunnel higher up.,-13.0532357142857,4.8,1.2666666666667,1.2857142857143,1.8571428571428572,5.458333333333333,4.333333333333333
"Frowning, Miss Ada studied the list.",-12.1331925,6.5555555555556,3.0,2.6428571428571,1.875,4.856666666666667,4.833333333333333
Gabrielle manages a successful private practice.,-11.33155,7.0,4.3571428571429,5.0,2.2857142857142856,4.97,7.0
"Game on, Barney to throw first.",-11.6462575,4.5,1.8666666666667,3.0,1.875,5.756666666666667,4.0
"General personality: Generous, conscientious, amiable, loyal.",-12.4101281818182,5.4444444444444,3.5625,2.6875,3.4545454545454546,4.083333333333333,8.5
Geometric theory applied to puzzle making?,-13.6760471428571,5.7222222222222,2.7857142857143,3.0,1.4285714285714286,5.011666666666667,6.0
"Get out of here, you guys.",-10.7048225,6.5882352941176,6.2142857142857,6.6923076923077,2.625,6.403333333333333,3.1666666666666665
Glam Morena: Tutorial: In Full Bloom.,-14.5128555555556,3.2,1.6,1.2857142857143,1.8888888888888888,4.3549999999999995,4.833333333333333
"Goode was born in Exeter, Devon.",-10.8314075,6.75,2.6875,3.8461538461538,1.625,4.918333333333333,4.166666666666667
Grace and kindness was their strength.,-10.5329514285714,6.5333333333333,4.4666666666667,3.9230769230769,1.7142857142857142,5.653333333333332,5.333333333333333
"Great food, big portions, honest prices.",-11.55685,5.6470588235294,5.8461538461538,3.9333333333333,2.3333333333333335,5.090000000000001,5.333333333333333
Great water pressure in those pipes.,-12.0372442857143,5.8888888888889,5.1428571428571,4.8571428571429,1.5714285714285714,5.588333333333334,5.0
"Gross stopped briefly, then went on.",-11.14525375,6.1666666666667,2.2352941176471,1.6666666666667,2.25,5.331666666666666,4.833333333333333
Growing vegetables and tending the garden.,-17.1379685714286,5.875,4.7857142857143,4.0,2.142857142857143,5.381666666666667,6.0
Guitar chords lent a soothing strum.,-14.223864285714301,6.1333333333333,2.7333333333333,2.3076923076923,1.7142857142857142,4.17,5.0
Hatched a Wobbuffet from the Egg.,-12.6757028571429,5.0,1.3846153846154,1.2,1.8571428571428572,5.146666666666667,4.5
Have we seen the prosecution judge?,-11.4143714285714,6.4,3.6,4.0714285714286,1.8571428571428572,5.918333333333333,4.833333333333333
"He allegedly bought 15,000 Skybox shares.",-10.63406,6.8,2.2666666666667,3.1428571428571,1.8571428571428572,3.7699999999999996,5.833333333333333
He also admitted killing Mrs. Hengesbach.,-10.4251142857143,5.8666666666667,2.4666666666667,4.0714285714286,1.5714285714285714,4.523333333333333,5.833333333333333
"He asked, still sounding utterly disinterested.",-11.94385875,6.125,3.5333333333333,2.9375,1.875,4.79,6.666666666666667
"He could be cruel, domineering, arrogant.",-10.2987933333333,5.8888888888889,4.4705882352941,4.7647058823529,2.4444444444444446,5.015000000000001,5.5
He could not say a word.,-7.3285814285714,7.0,6.3125,6.0,1.7142857142857142,6.325,3.0
He could smell the cooking meat.,-11.3865471428571,6.4705882352941,5.1176470588235,5.0625,1.8571428571428572,5.675000000000001,4.333333333333333
He don't look nothing like Ricky.,-9.21200375,3.375,2.5333333333333,5.25,1.75,5.471428571428571,3.857142857142857
He encouraged hostility and eventually war.,-12.5017257142857,6.5333333333333,4.2222222222222,3.5333333333333,1.7142857142857142,5.395,6.166666666666667
He felt his stomach for blood.,-10.8471628571429,6.2727272727273,3.5625,3.8333333333333,1.5714285714285714,5.81,4.0
