text,start,end
den,83.26,83.4
Geschworenen,83.4,83.96
gewendet,83.96,84.48
"aus,",84.48,84.8
welche,85.48,85.74
sogleich,85.74,86.2
die,86.2,86.4
Tatsache,86.4,86.92
notierten.,86.92,87.46
Ich,89.1,89.3
halte,89.3,89.6
sie,89.6,89.74
zum,89.74,89.9
"Verkauf,",89.9,90.44
fügte,91.24,91.64
der,91.64,91.78
Hutmacher,91.78,92.26
als,92.26,92.5
Erklärung,92.5,92.94
hinzu.,92.94,93.3
Ich,93.86,94.2
habe,94.2,94.46
keinen,94.46,94.8
"eigenen,",94.8,95.22
ich,95.72,96.06
bin,96.06,96.2
ein,96.2,96.36
Hutmacher.,96.36,96.88
Da,98.34,98.6
setzte,98.6,99.04
sich,99.04,99.28
die,99.28,99.48
Königin,99.48,99.86
die,99.86,100.0
Brille,100.0,100.24
auf,100.24,100.58
und,100.58,101.12
fing,101.12,101.38
"an,",101.38,101.66
den,101.74,101.86
Hutmacher,101.86,102.48
scharf,102.48,102.86
zu,102.86,103.06
"beobachten,",103.06,103.64
was,104.24,104.44
ihn,104.44,104.6
sehr,104.6,104.82
blass,104.82,105.22
und,105.22,105.44
unruhig,105.44,105.92
machte.,105.92,106.34
"Gib,",107.52,107.94
du,108.1,108.18
deine,108.18,108.44
"Aussage,",108.44,109.08
sprach,109.7,110.1
der,110.1,110.32
"König,",110.32,110.76
und,111.16,111.62
sei,111.62,111.8
nicht,111.8,112.04
"ängstlich,",112.04,112.58
oder,113.04,113.24
ich,113.24,113.36
lasse,113.36,113.68
dich,113.68,113.92
auf,113.92,114.2
der,114.2,114.36
Stelle,114.36,114.68
hängen.,114.68,115.06
Dies,116.28,116.64
beruhigte,116.64,117.22
den,117.22,117.36
Zeugen,117.36,117.78
augenscheinlich,117.78,118.66
nicht.,118.66,118.98
Er,119.54,119.74
stand,119.74,119.96
abwechselnd,119.96,120.7
auf,120.7,120.86
dem,120.86,121.02
linken,121.02,121.42
und,121.42,121.64
rechten,121.64,121.92
"Fuße,",121.92,122.34
sah,122.86,123.02
die,123.02,123.16
Königin,123.16,123.54
mit,123.54,123.68
großem,123.68,124.3
Unbehagen,124.3,124.86
an,124.86,125.14
und,125.14,125.66
in,125.66,125.78
seiner,125.78,125.98
Befangenheit,125.98,126.76
biss,126.76,127.0
er,127.0,127.12
ein,127.12,127.28
großes,127.28,127.7
Stück,127.7,128.04
aus,128.04,128.24
seiner,128.24,128.42
Teetasse,128.42,129.02
statt,129.02,129.68
aus,129.68,129.98
einem,129.98,130.22
Butterbrot.,130.22,130.84
Gerade,131.96,132.34
in,132.34,132.54
diesem,132.54,132.78
Augenblick,132.78,133.38
spürte,133.38,134.18
Alice,134.18,134.64
eine,134.64,135.0
seltsame,135.0,135.48
"Empfindung,",135.48,136.1
die,136.42,136.76
sie,136.76,136.88
sich,136.88,137.08
durchaus,137.08,137.56
nicht,137.56,137.82
erklären,137.82,138.2
"konnte,",138.2,138.6
bis,139.06,139.54
sie,139.54,139.7
endlich,139.7,140.04
"merkte,",140.04,140.46
was,140.68,140.9
es,140.9,141.08
war.,141.08,141.32
Sie,142.36,142.58
fing,142.58,142.9
wieder,142.9,143.22
an,143.22,143.44
zu,143.44,143.58
"wachsen,",143.58,143.94
und,144.62,144.8
sie,144.8,144.92
wollte,144.92,145.12
sogleich,145.12,145.54
aufstehen,145.54,146.1
und,146.1,146.36
den,146.36,146.46
Gerichtshof,146.46,146.98
verlassen.,146.98,147.46
Aber,148.18,148.5
nach,148.5,148.66
weiterer,148.66,149.14
Überlegung,149.14,149.68
beschloss,149.68,150.1
sie,150.1,150.22
zu,150.22,150.4
"bleiben,",150.4,150.66
wo,150.8,150.86
sie,150.86,151.04
"war,",151.04,151.28
solange,151.76,152.22
sie,152.22,152.5
genug,152.5,152.8
Platz,152.8,153.12
hatte.,153.12,153.42
Du,154.16,154.62
brauchst,154.62,155.0
mich,155.0,155.16
wirklich,155.16,155.56
nicht,155.56,155.86
so,155.86,156.06
zu,156.06,156.28
"drängen,",156.28,156.6
sagte,157.12,157.4
das,157.4,157.66
"Mobiltier,",157.66,158.24
welches,158.8,159.2
neben,159.2,159.44
ihr,159.44,159.64
saß.,159.64,160.0
Ich,160.62,160.96
kann,160.96,161.26
kaum,161.26,161.8
atmen.,161.8,162.6
Ich,164.0,164.32
kann,164.32,164.62
nichts,164.62,164.9
"dafür,",164.9,165.42
sagte,166.04,166.4
Alice,166.4,166.74
bescheiden.,166.74,167.28
Ich,167.86,168.1
wachse.,168.1,168.54
Du,169.74,169.98
hast,169.98,170.22
kein,170.22,170.56
Recht,170.56,170.9
hier,170.9,171.28
zu,171.28,172.34
"wachsen,",172.34,172.78
sagte,173.06,173.5
das,173.5,173.7
Mobiltier.,173.7,174.24
Rede,176.32,176.7
nicht,176.7,176.92
solchen,176.92,177.22
"Unsinn,",177.22,177.98
sagte,178.32,178.7
Alice,178.7,179.1
dreister.,179.1,179.64
Du,179.94,180.44
weißt,180.44,180.74
recht,180.74,180.96
"gut,",180.96,181.3
dass,181.54,181.78
du,181.78,181.92
auch,181.92,182.14
wächst.,182.14,182.5
"Ja,",183.52,183.8
aber,183.94,184.08
ich,184.08,184.24
wachse,184.24,184.72
in,184.72,185.38
vernünftigem,185.38,186.22
"Maßstabe,",186.22,186.82
sagte,186.96,187.5
das,187.5,187.68
"Mobiltier,",187.68,188.26
nicht,188.66,189.2
auf,189.2,189.44
so,189.44,189.62
lächeliger,189.62,190.22
Art.,190.22,190.7
Die,193.28,193.98
ganze,193.98,195.08
Zeit,195.08,195.76
über,195.76,196.06
hatte,196.06,196.84
die,196.84,197.06
Königin,197.06,197.7
unablässig,197.7,198.48
den,198.48,198.5
Hutmacher,198.5,198.52
angestarrt.,198.52,198.54
Und,201.02,201.26
gerade,201.26,201.36
als,201.36,201.56
das,201.56,201.88
Mobiltier,201.88,202.44
durch,202.44,202.48
den,202.48,202.5
Saal,202.5,202.52
"ging,",202.52,202.72
sprach,202.98,203.2
sie,203.2,203.22
zu,203.22,203.36
einem,203.36,203.64
der,203.64,204.26
Gerichtsbeamten.,204.26,204.48
Bring,205.4,206.28
mir,206.28,207.2
die,207.2,207.66
Liste,207.66,208.04
der,208.04,208.58
Sänger,208.58,208.78
im,208.78,209.08
letzten,209.08,209.34
"Konzerte,",209.34,210.22
worauf,211.22,211.38
der,211.38,211.48
unglückliche,211.48,211.5
Hutmacher,211.5,211.52
nicht,211.52,211.54
mehr,211.54,211.56
zuhörte.,211.56,211.58
Ich,211.58,211.64
habe,211.64,211.66
sie,211.66,212.28
nicht,212.28,212.52
mehr,212.52,213.28
gehört.,213.28,213.44
Gerade,213.44,213.46
als,213.46,213.48
das,213.48,213.5
Mobiltier,213.5,213.52
durch,213.52,213.54
den,213.54,213.56
Saal,213.56,213.7
"ging,",213.7,213.98
sprach,214.48,214.78
sie,214.78,214.92
zu,214.92,215.08
einem,215.08,215.28
der,215.28,215.48
Gerichtsbeamten.,215.48,216.34
Bring,217.26,217.6
mir,217.6,217.78
die,217.78,217.92
Liste,217.92,218.2
der,218.2,218.38
Sänger,218.38,218.7
im,218.7,218.94
letzten,218.94,219.28
"Konzerte,",219.28,219.94
worauf,220.62,220.94
der,220.94,221.12
unglückliche,221.12,221.72
Hutmacher,221.72,222.26
so,222.26,222.48
"zitterte,",222.48,223.08
dass,223.34,223.68
ihm,223.68,223.82
beide,223.82,224.12
Schuhe,224.12,224.46
abflogen.,224.46,224.96
Gib,225.56,226.18
deine,226.18,226.84
"Aussage,",226.84,227.78
wiederholte,228.14,229.12
der,229.12,229.3
König,229.3,229.74
"ärgerlich,",229.74,230.32
oder,230.78,230.98
ich,230.98,231.14
werde,231.14,231.4
dich,231.4,231.6
hinrichten,231.6,232.2
"lassen,",232.2,232.58
ob,233.06,233.28
du,233.28,233.42
dich,233.42,233.62
ängstigst,233.62,234.4
oder,234.4,234.86
nicht.,234.86,235.2
Ich,236.44,236.68
bin,236.68,236.94
ein,236.94,237.18
armer,237.18,237.9
"Mann,",237.9,238.28
Eure,238.8,239.02
"Majestät,",239.02,239.78
begann,240.2,240.56
der,240.56,240.7
Hutmacher,240.7,241.16
mit,241.16,241.4
zitternder,241.4,241.92
Stimme.,241.92,242.26
Und,242.88,243.08
ich,243.08,243.18
hatte,243.18,243.42
eben,243.42,243.76
erst,243.76,244.08
meinen,244.08,244.32
Tee,244.32,244.64
"angefangen,",244.64,245.16
nicht,245.54,245.72
länger,245.72,245.98
als,245.98,246.18
eine,246.18,246.42
Woche,246.42,246.68
"ungefähr,",246.68,247.02
und,247.54,247.72
da,247.72,247.84
die,247.84,247.98
Butterbrote,247.98,248.7
so,248.7,248.92
dünn,248.92,249.4
wurden,249.4,249.72
und,249.72,250.14
ich,250.14,250.24
Teller,250.24,250.68
und,250.68,250.84
Töpfe,250.84,251.24
in,251.24,251.38
den,251.38,251.54
Tee,251.54,251.76
schneide.,251.76,252.14
Teller,252.96,253.56
und,253.56,253.78
"Töpfe,",253.78,254.4
was?,254.6,254.94
fragte,255.48,256.12
der,256.12,256.3
König.,256.3,256.68
Es,257.3,257.54
fing,257.54,257.9
mit,257.9,258.12
dem,258.12,258.3
Tee,258.3,258.58
"an,",258.58,258.9
erwiderte,259.52,260.04
der,260.04,260.26
Hutmacher.,260.26,260.78
Natürlich,261.62,262.78
fangen,262.78,263.42
Teller,263.42,264.02
und,264.02,264.44
Töpfe,264.44,265.0
mit,265.0,265.38
einem,265.38,265.7
Tee,265.7,266.36
an.,266.36,266.82
Hältst,267.24,267.58
du,267.58,267.66
mich,267.66,267.78
für,267.78,267.94
einen,267.94,268.2
Esel?,268.2,268.78
Rede,269.28,269.62
weiter.,269.62,269.98
Ich,271.54,271.84
bin,271.84,272.22
ein,272.22,272.6
armer,272.6,273.2
"Mann,",273.2,273.52
fuhr,273.78,274.22
der,274.22,274.34
Hutmacher,274.34,274.78
"fort,",274.78,275.2
und,275.72,275.86
seitdem,275.86,276.3
schneide,276.3,276.74
alles.,276.74,277.18
Der,277.88,278.12
Faselhase,278.12,278.84
sagte,278.84,279.16
"nur,",279.16,279.4
"nein,",280.04,280.58
ich,280.84,281.0
hab's,281.0,281.22
nicht,281.22,281.4
"gesagt,",281.4,281.88
unterbrach,282.32,282.78
ihn,282.78,282.94
der,282.94,283.08
Faselhase,283.08,283.7
schnell.,283.7,283.96
Du,284.64,284.96
hast,284.96,285.28
es,285.28,285.48
wohl,285.48,285.72
"gesagt,",285.72,286.24
rief,286.72,287.0
der,287.0,287.16
Hutmacher.,287.16,287.64
Ich,288.68,288.82
leugne,288.82,289.2
"es,",289.2,289.46
sagte,289.94,290.52
der,290.52,290.72
Faselhase.,290.72,291.66
Er,292.42,292.68
leugnet,292.68,293.18
"es,",293.18,293.48
sagte,293.66,294.22
der,294.22,294.42
"König,",294.42,294.88
lass,295.34,295.58
den,295.58,295.8
Teil,295.8,296.1
der,296.1,296.32
Aussage,296.32,296.8
fort.,296.8,297.16
"Gut,",298.36,298.7
auf,298.92,299.16
jeden,299.16,299.4
Fall,299.4,299.7
hat,299.7,300.1
es,300.1,300.26
das,300.26,300.54
Murmeltier,300.54,301.06
"gesagt,",301.06,301.52
fuhr,302.04,302.28
der,302.28,302.42
Hutmacher,302.42,302.84
"fort,",302.84,303.16
indem,303.64,303.86
er,303.86,304.06
sich,304.06,304.2
ängstlich,304.2,304.64
"umsah,",304.64,305.06
ob,305.24,305.62
es,305.62,305.74
auch,305.74,305.88
leugnen,305.88,306.24
würde.,306.24,306.52
Aber,307.34,307.58
das,307.58,307.7
Murmeltier,307.7,308.16
leugnete,308.16,308.6
"nix,",308.6,308.92
denn,309.34,309.5
es,309.5,309.62
war,309.62,309.74
fest,309.74,310.08
eingeschlafen.,310.08,310.74
Dann,312.64,313.06
sprach,313.06,313.76
der,313.76,313.92
Hutmacher,313.92,314.36
"weiter,",314.36,314.74
schnitt,315.22,315.52
ich,315.52,315.66
noch,315.66,315.82
etwas,315.82,316.1
Butterbrot?,316.1,316.7
Aber,317.68,317.92
was,317.92,318.24
hat,318.24,318.42
das,318.42,318.6
Murmeltier,318.6,319.12
gesagt?,319.12,319.64
fragte,320.1,320.78
eine,320.78,320.98
der,320.98,321.16
Geschworenen.,321.16,321.72
Das,322.6,322.94
ist,322.94,323.06
mir,323.06,323.2
ganz,323.2,323.46
"entfallen,",323.46,323.96
sagte,324.82,325.14
der,325.14,325.34
Hutmacher.,325.34,325.78
Aber,326.62,326.94
es,326.94,327.28
muss,327.28,327.8
dir,327.8,328.26
wieder,328.26,328.5
"einfallen,",328.5,329.12
sagte,329.62,329.94
der,329.94,330.16
"König,",330.16,330.58
sonst,331.02,331.36
lass,331.36,331.62
ich,331.62,331.76
dich,331.76,331.94
köpfen.,331.94,332.34
Der,333.94,334.18
unglückliche,334.18,334.8
Hutmacher,334.8,335.3
ließ,335.3,335.6
Tasse,335.6,335.94
und,335.94,336.14
Butterbrot,336.14,336.66
fallen,336.66,336.98
und,336.98,337.56
ließ,337.56,337.8
sich,337.8,337.94
auf,337.94,338.1
einen,338.1,338.36
seiner,338.36,338.64
Knie,338.64,338.94
nieder.,338.94,339.32
Ich,340.42,340.6
bin,340.6,340.9
ein,340.9,341.18
armseliger,341.18,342.2
"Mann,",342.2,342.5
Eure,343.0,343.22
"Majestät,",343.22,343.96
Finger,344.48,344.7
an.,344.7,344.96
Du,345.92,346.34
bist,346.34,346.84
ein,346.84,347.14
sehr,347.14,347.92
armseliger,347.92,349.08
"Redner,",349.08,349.56
sagte,350.28,350.54
der,350.54,350.76
König.,350.76,351.18
