text,start,end
你,165.92,166.16
不能,166.16,166.54
在,166.54,166.82
这里,166.82,167.14
长,167.14,167.42
大。,167.42,167.66
爱,168.94,169.16
丽,169.16,169.34
丝,169.34,169.5
鼓,169.5,169.72
起,169.72,169.88
勇,169.88,170.04
气,170.04,170.2
说,170.2,170.4
"道,",170.4,170.6
不要,171.16,171.46
胡,171.46,171.7
"说,",171.7,171.92
你,172.3,172.5
自己,172.5,172.76
也,172.76,172.94
在,172.94,173.1
长,173.1,173.28
"大,",173.28,173.48
你,173.58,173.68
没,173.68,173.8
看,173.8,173.96
出来,173.96,174.2
吗?,174.2,174.5
睡,176.0,176.26
鼠,176.26,176.46
说,176.46,176.68
"道,",176.68,176.88
你说,177.3,177.66
得,177.66,177.82
"对,",177.82,177.98
但是,178.42,178.66
我,178.66,178.84
长,178.84,179.0
大的,179.0,179.22
速,179.22,179.42
度,179.42,179.54
很,179.54,179.7
正,179.7,179.92
常,179.92,180.12
"啊,",180.12,180.36
我,180.78,181.0
可,181.0,181.1
不,181.1,181.24
像,181.24,181.4
"你,",181.4,181.64
会,181.72,181.88
长,181.88,182.04
成,182.04,182.26
一,182.26,182.42
副,182.42,182.6
可,182.6,182.98
笑,182.98,183.18
的,183.18,183.34
样,183.34,183.46
子。,183.46,183.7
说,184.64,184.86
"着,",184.86,185.04
她,185.12,185.24
就,185.24,185.38
怒,185.38,185.56
气,185.56,185.72
冲,185.72,185.88
冲,185.88,186.06
地,186.06,186.18
离,186.18,186.36
开,186.36,186.56
"了,",186.56,186.76
一直,187.1,187.38
走,187.38,187.62
到了,187.62,187.94
法,187.94,188.34
庭,188.34,188.5
的,188.5,188.66
另,188.66,188.8
一,188.8,188.94
边。,188.94,189.14
王,190.6,190.84
后,190.84,191.02
的,191.02,191.16
眼,191.16,191.4
睛,191.4,192.0
依,192.0,192.28
旧,192.28,192.48
看,192.48,192.66
着,192.66,192.8
帽,192.8,192.96
子,192.96,193.14
"降,",193.14,193.32
一,193.74,193.94
刻,193.94,194.08
也,194.08,194.26
没有,194.26,194.46
移,194.46,194.7
开。,194.7,194.92
在,196.04,196.18
睡,196.18,196.4
鼠,196.4,196.66
离,196.66,196.88
开,196.88,197.06
"的时候,",197.06,197.5
她,197.86,198.06
吩,198.06,198.26
咐,198.26,198.42
法,198.42,198.68
庭,198.68,198.92
的,198.92,199.14
一个,199.14,199.36
人,199.36,199.6
说,199.6,199.8
"道,",199.8,200.02
我要,201.16,201.48
上,201.48,201.74
次,201.74,201.94
音,201.94,202.1
乐,202.1,202.22
会,202.22,202.38
的,202.38,202.56
歌,202.56,202.74
唱,202.74,202.92
演,202.92,203.1
员,203.1,203.26
名,203.26,203.46
单。,203.46,203.66
帽,205.1,205.32
子,205.32,205.48
降,205.48,205.7
听,205.7,206.1
了,206.1,206.28
更,206.28,206.46
加,206.46,206.66
不,206.66,206.82
"安,",206.82,207.02
她,207.32,207.46
吓,207.46,207.7
坏,207.7,207.96
"了,",207.96,208.18
连,208.6,208.84
鞋,208.84,209.22
子,209.22,209.4
都,209.4,209.64
从,209.64,209.82
脚,209.82,210.04
上,210.04,210.26
给,210.26,210.44
抖,210.44,210.62
了,210.62,210.76
下,210.76,210.96
来。,210.96,211.18
国,213.1,213.34
王,213.34,213.56
愤,213.56,213.88
怒,213.88,214.04
地,214.04,214.16
朝,214.16,214.3
她,214.3,214.48
吼,214.48,214.66
"道,",214.66,214.84
快,215.2,215.46
点,215.46,215.72
"说,",215.72,215.98
我,216.18,216.4
可,216.4,216.54
不管,216.54,216.78
你的,216.78,217.06
紧,217.06,217.26
"张,",217.26,217.46
要,217.82,218.02
是,218.02,218.16
你,218.16,218.34
再,218.34,218.54
"这样,",218.54,218.92
我就,219.32,219.6
把,219.6,219.8
你,219.8,219.96
送,219.96,220.12
上,220.12,220.3
断,220.3,220.5
头,220.5,220.66
台。,220.66,220.88
帽,222.18,222.44
子,222.44,222.6
降,222.6,222.76
更,222.76,223.02
加,223.02,223.22
紧,223.22,223.44
张,223.44,223.62
"了,",223.62,223.82
她,224.24,224.42
结,224.42,224.56
结,224.56,224.72
巴,224.72,224.86
巴,224.86,224.98
地,224.98,225.08
说,225.08,225.28
"道,",225.28,225.5
陛,226.24,226.48
"下,",226.48,226.7
我,226.86,226.98
多,226.98,227.18
么,227.18,227.32
可,227.32,227.58
怜,227.58,227.82
"啊,",227.82,228.04
我,228.28,228.48
才,228.48,228.64
刚,228.64,228.86
刚,228.86,229.06
开始,229.06,229.4
吃,229.4,229.68
茶,229.68,229.9
"点,",229.9,230.14
还,230.54,230.78
没,230.78,230.98
超,230.98,231.24
过,231.24,231.4
一个,231.4,231.62
星,231.62,231.9
"期,",231.9,232.18
而且,232.62,232.98
奶,232.98,233.6
油,233.6,233.82
和,233.82,234.02
面,234.02,234.24
包,234.24,234.46
也,234.46,234.68
都,234.68,234.86
不多,234.86,235.18
"了,",235.18,235.46
茶,235.86,236.18
还,236.18,236.44
很,236.44,236.68
"亮,",236.68,236.96
放,237.3,237.54
着,237.54,237.74
光。,237.74,238.0
国,239.22,239.48
王,239.48,239.62
问,239.62,239.82
"道,",239.82,240.0
茶?,240.34,240.7
会,240.98,241.44
放,241.44,241.72
着,241.72,241.92
光?,241.92,242.12
帽,243.68,243.9
子,243.9,244.04
降,244.04,244.2
改,244.2,244.38
口,244.38,244.54
说,244.54,244.7
"道,",244.7,244.86
是,245.1,245.3
茶,245.3,245.76
杯,245.76,246.18
在,246.18,246.44
发,246.44,246.68
光。,246.68,246.98
国,248.02,248.26
王,248.26,248.46
严,248.46,248.78
厉,248.78,248.96
地,248.96,249.08
说,249.08,249.24
"道,",249.24,249.42
茶,249.72,250.0
杯,250.0,250.2
肯,250.2,250.42
定,250.42,250.58
会,250.58,250.74
发,250.74,250.98
"光,",250.98,251.22
不要,251.38,251.64
愚,251.64,251.88
弄,251.88,252.02
我。,252.02,252.26
快,252.86,253.12
点,253.12,253.36
接,253.36,253.7
着,253.7,253.84
往,253.84,254.0
下,254.0,254.16
说。,254.16,254.36
帽,255.16,255.42
子,255.42,255.58
降,255.58,255.76
继,255.76,256.06
续,256.06,256.22
说,256.22,256.42
"道,",256.42,256.62
我,257.32,257.52
多,257.52,257.72
么,257.72,257.88
可,257.88,258.08
怜,258.08,258.3
"啊,",258.3,258.54
由,258.88,259.06
那,259.06,259.26
天,259.26,259.44
"开始,",259.44,259.88
所有,260.2,260.46
东,260.46,260.78
西,260.78,261.02
都,261.02,261.24
发,261.24,261.48
着,261.48,261.66
光。,261.66,261.86
可是,262.6,262.9
那,262.9,263.1
只,263.1,263.26
三,263.26,263.48
月,263.48,263.62
兔,263.62,263.86
子,263.86,264.04
说。,264.04,264.28
那,265.52,265.74
只,265.74,265.9
叫,265.9,266.02
三,266.02,266.22
月,266.22,266.36
的,266.36,266.5
兔,266.5,266.7
子,266.7,266.9
连,266.9,267.1
忙,267.1,267.26
插,267.26,267.48
嘴,267.48,267.66
说,267.66,267.86
"道,",267.86,268.02
我,268.68,268.88
什么,268.88,269.16
也,269.16,269.38
没,269.38,269.52
说。,269.52,269.76
帽,270.3,270.54
子,270.54,270.7
降,270.7,270.86
说,270.86,271.06
"道,",271.06,271.24
你说,271.4,271.64
过。,271.64,271.94
兔,272.42,272.64
子,272.64,272.8
说,272.8,272.96
"道,",272.96,273.18
我,273.42,273.58
没,273.58,273.72
说,273.72,273.94
过。,273.94,274.14
国,274.8,275.0
王,275.0,275.16
说,275.16,275.36
"道,",275.36,275.54
他,275.7,275.86
不,275.86,276.04
承,276.04,276.2
"认,",276.2,276.38
那,276.54,276.7
"好,",276.7,276.88
不要,277.02,277.24
再,277.24,277.46
继,277.46,277.6
续,277.6,277.74
这个,277.74,277.94
话,277.94,278.14
题,278.14,278.34
了。,278.34,278.54
帽,279.36,279.62
子,279.62,279.76
降,279.76,279.94
"说,",279.94,280.18
那,280.68,280.84
"我想,",280.84,281.26
这,281.5,281.66
话,281.66,281.84
可能,281.84,282.16
是,282.16,282.36
睡,282.36,282.54
鼠,282.54,282.74
说,282.74,282.98
的。,282.98,283.18
说,284.2,284.44
"完,",284.44,284.7
他,284.78,284.92
看,284.92,285.08
了,285.08,285.2
看,285.2,285.34
周,285.34,285.58
"围,",285.58,285.8
想,286.18,286.42
看看,286.42,286.72
睡,286.72,287.02
鼠,287.02,287.24
会,287.24,287.44
不会,287.44,287.64
也,287.64,287.86
反,287.86,288.1
驳。,288.1,288.3
可是,289.4,289.76
睡,289.76,290.02
鼠,290.02,290.24
睡,290.24,290.48
得,290.48,290.62
正,290.62,290.84
"香,",290.84,291.18
没有,291.58,291.86
出来,291.86,292.28
争,292.28,292.62
辩。,292.62,292.9
帽,294.12,294.36
子,294.36,294.52
降,294.52,294.72
接,294.72,295.0
下去,295.0,295.26
"说,",295.26,295.58
在,296.28,296.46
那,296.46,296.64
之,296.64,296.86
"后,",296.86,297.12
我,297.3,297.46
吃,297.46,297.62
了,297.62,297.76
些,297.76,297.94
面,297.94,298.22
"包,",298.22,298.54
还有,298.84,299.1
奶,299.1,299.42
油。,299.42,299.74
有,300.84,301.06
个,301.06,301.2
陪,301.2,301.38
审,301.38,301.54
员,301.54,301.74
提,301.74,301.94
了,301.94,302.06
个,302.06,302.16
"问题,",302.16,302.52
睡,303.44,303.7
鼠,303.7,303.9
说,303.9,304.12
了,304.12,304.26
什么?,304.26,304.52
帽,305.28,305.56
子,305.56,305.72
降,305.72,305.88
回,305.88,306.1
答,306.1,306.28
"道,",306.28,306.52
那,307.02,307.26
些,307.26,307.46
话,307.46,307.7
我,307.7,307.94
给,307.94,308.08
忘,308.08,308.36
了。,308.36,308.58
国,309.88,310.04
王,310.04,310.22
说,310.22,310.44
"道,",310.44,310.64
你,310.84,311.06
必,311.06,311.22
须,311.22,311.4
记,311.4,311.62
起,311.62,311.78
"来,",311.78,311.96
不,312.12,312.46
然,312.46,312.64
你就,312.64,312.98
只,312.98,313.2
能,313.2,313.34
上,313.34,313.54
脚,313.54,313.8
架,313.8,314.04
了。,314.04,314.26
可,315.66,315.92
怜,315.92,316.04
的,316.04,316.16
帽,316.16,316.3
子,316.3,316.46
降,316.46,316.62
把,316.62,316.78
手,316.78,316.98
上,316.98,317.16
的,317.16,317.28
茶,317.28,317.46
点,317.46,317.64
丢,317.64,317.88
在,317.88,318.04
一,318.04,318.2
"旁,",318.2,318.36
在,318.74,318.94
国,318.94,319.16
王,319.16,319.32
面,319.32,319.56
前,319.56,319.8
跪,319.8,320.06
"下,",320.06,320.28
悲,320.42,320.6
哀,320.6,320.74
地,320.74,320.88
说,320.88,321.06
"道,",321.06,321.28
陛,321.92,322.16
下,322.16,322.36
我,322.36,322.54
多,322.54,322.94
么,322.94,323.08
可,323.08,323.34
怜,323.34,323.64
啊。,323.64,323.96
国,324.9,325.16
王,325.16,325.32
"说,",325.32,325.58
你的,326.12,326.54
这,326.54,326.72
句,326.72,326.88
话,326.88,327.06
真,327.06,327.4
让,327.4,327.6
人,327.6,327.76
同,327.76,328.0
情。,328.0,328.26
