text,start,end
bottiglia,125.06,125.6
sulla,125.6,125.84
quale,125.84,126.2
è,126.2,126.32
scritto,126.32,126.64
"veleno,",126.64,127.18
è,127.46,127.74
quasi,127.74,127.98
certo,127.98,128.44
che,128.44,128.62
prima,128.62,128.88
o,128.88,129.0
poi,129.0,129.18
non,129.18,129.4
ci,129.4,129.54
si,129.54,129.66
sentirà,129.66,130.2
molto,130.2,130.4
bene.,130.4,130.48
Su,131.66,131.84
quella,131.84,132.08
"bottiglia,",132.08,132.72
"comunque,",132.84,133.22
non,133.36,133.46
c'era,133.46,133.7
scritto,133.7,134.06
"veleno,",134.06,134.56
perciò,134.92,135.36
Alice,135.36,135.76
si,135.76,135.98
arrischiò,135.98,136.5
ad,136.5,136.56
assaggiarne,136.56,137.12
il,137.12,137.22
"contenuto,",137.22,137.86
e,138.26,138.42
trovandolo,138.42,138.96
molto,138.96,139.26
"gradevole,",139.26,139.48
aveva,140.4,140.8
infatti,140.8,141.26
un,141.26,141.44
gusto,141.44,141.78
che,141.78,141.96
era,141.96,142.06
un,142.06,142.18
misto,142.18,142.44
di,142.44,142.56
torta,142.56,142.86
di,142.86,143.0
"ciliegie,",143.0,143.56
"crema,",143.76,144.2
"ananas,",144.52,145.0
tacchino,145.18,145.54
arrosto,145.54,146.04
croccante,146.04,146.72
e,146.72,146.82
crostini,146.82,147.18
imburrati.,147.18,147.48
In,148.38,148.62
breve,148.62,148.88
lo,148.88,149.06
scolò,149.06,149.48
fuori,149.48,149.62
in,149.62,149.76
fondo.,149.76,150.1
"Chissà,",150.86,151.26
strana,151.4,151.72
"sensazione,",151.72,152.48
disse,152.58,152.78
"Alice,",152.78,153.24
forse,153.78,154.14
mi,154.14,154.28
sto,154.28,154.44
accorciando,154.44,155.0
come,155.0,155.2
un,155.2,155.32
telescopio.,155.32,155.98
Ed,156.86,157.08
era,157.08,157.26
proprio,157.26,157.62
così.,157.62,158.04
Ormai,158.58,159.14
era,159.14,159.38
alta,159.38,159.74
solo,159.74,160.06
25,160.06,160.54
"centimetri,",160.54,161.42
e,161.78,161.92
il,161.92,162.04
suo,162.04,162.18
volto,162.18,162.54
si,162.54,162.74
illuminò,162.74,163.22
al,163.22,163.42
pensiero,163.42,163.92
che,163.92,164.06
adesso,164.06,164.4
era,164.4,164.56
proprio,164.56,164.9
della,164.9,165.1
statura,165.1,165.52
giusta,165.52,165.86
per,165.86,166.06
entrare,166.06,166.54
in,166.54,166.66
quel,166.66,166.8
bel,166.8,167.06
"giardino,",167.06,167.66
passando,168.1,168.48
attraverso,168.48,168.98
la,168.98,169.12
porticina.,169.12,169.76
"Prima,",170.32,170.7
"tuttavia,",170.82,171.32
aspettò,171.74,172.2
qualche,172.2,172.48
minuto,172.48,172.94
per,172.94,173.14
vedere,173.14,173.44
se,173.44,173.68
avrebbe,173.68,173.98
continuato,173.98,174.58
ancora,174.58,174.92
ad,174.92,175.06
accorciarsi.,175.06,175.8
Ciò,176.4,176.62
la,176.62,176.72
rendeva,176.72,177.1
un,177.1,177.2
po',177.2,177.34
nervosa.,177.34,177.86
Potrebbe,178.28,178.76
"finire,",178.76,179.26
capite?,179.4,179.88
disse,180.08,180.44
Alice.,180.44,180.88
Che,181.42,181.6
mi,181.6,181.7
consumi,181.7,182.2
tutta,182.2,182.48
come,182.48,182.68
una,182.68,182.88
candela.,182.88,183.38
Chissà,183.58,184.16
come,184.16,184.38
sarei,184.38,184.74
allora.,184.74,185.16
E,185.88,186.04
cercò,186.04,186.32
di,186.32,186.48
immaginare,186.48,187.04
come,187.04,187.24
la,187.24,187.38
fiammella,187.38,187.86
di,187.86,188.0
una,188.0,188.14
candela,188.14,188.52
"consumata,",188.52,189.26
perché,189.74,189.98
non,189.98,190.14
riusciva,190.14,190.52
a,190.52,190.62
ricordare,190.62,191.04
di,191.04,191.2
aver,191.2,191.3
mai,191.3,191.48
visto,191.48,191.72
una,191.72,191.9
cosa,191.9,192.16
simile.,192.16,192.6
Dopo,193.74,194.12
qualche,194.12,194.42
"tempo,",194.42,194.88
vedendo,195.3,195.68
che,195.68,195.84
non,195.84,196.0
succedeva,196.0,196.48
"altro,",196.48,196.94
decise,197.38,197.76
di,197.76,197.92
entrare,197.92,198.28
subito,198.28,198.64
nel,198.64,198.82
giardino.,198.82,199.36
"Ma,",199.84,200.06
povera,200.2,200.58
"Alice,",200.58,201.0
quando,201.5,201.82
giunse,201.82,202.24
presso,202.24,202.58
la,202.58,202.74
"porta,",202.74,203.18
si,203.32,203.4
accorse,203.4,203.82
di,203.82,203.98
aver,203.98,204.16
dimenticato,204.16,204.92
la,204.92,205.08
piccola,205.08,205.44
chiave,205.44,205.74
"d'oro,",205.74,206.1
e,206.66,206.86
quando,206.86,207.1
poi,207.1,207.34
ritornò,207.34,207.74
al,207.74,207.88
tavolo,207.88,208.2
per,208.2,208.4
"prenderla,",208.4,208.98
scoprì,209.36,209.82
di,209.82,209.92
non,209.92,210.06
arrivare,210.06,210.6
più,210.6,210.84
ad,210.84,210.98
afferrarla.,210.98,211.48
Riusciva,212.08,212.5
a,212.5,212.58
vederla,212.58,212.94
benissimo,212.94,213.4
attraverso,213.4,213.94
il,213.94,214.08
"vetro,",214.08,214.46
e,214.82,214.96
cercò,214.96,215.3
in,215.3,215.42
ogni,215.42,215.68
modo,215.68,215.96
di,215.96,216.1
arrampicarsi,216.1,216.84
su,216.84,217.02
di,217.02,217.14
una,217.14,217.26
delle,217.26,217.44
gambe,217.44,217.76
del,217.76,217.94
"tavolo,",217.94,218.4
ma,218.74,218.88
scivolava,218.88,219.34
troppo.,219.34,219.8
Quando,220.34,220.58
si,220.58,220.74
sentì,220.74,221.1
"stanca,",221.1,221.52
a,221.6,221.62
furia,221.62,221.84
di,221.84,221.94
far,221.94,222.1
"tentativi,",222.1,222.88
la,223.3,223.42
povera,223.42,223.78
piccola,223.78,224.18
si,224.18,224.34
dette,224.34,224.56
per,224.56,224.8
terra,224.8,225.18
e,225.18,225.32
si,225.32,225.44
mise,225.44,225.62
a,225.62,225.74
piangere.,225.74,226.22
