text,start,end
له,60.26,60.42
فتحت,62.5,62.9
أليس,62.9,63.2
الباب,63.2,63.52
وجدت,63.52,64.12
أنه,64.12,64.44
يؤدي,64.44,64.9
إلى,64.9,65.14
ممر,65.14,65.48
صغير,65.48,66.06
ليس,66.42,66.74
أكبر,66.74,67.08
بكثير,67.08,67.46
من,67.46,67.58
جحر,67.58,67.88
جلث,67.88,68.54
انحنت,68.98,69.48
ونظرت,69.48,70.0
عبر,70.0,70.22
الممر,70.22,70.66
إلى,70.66,70.92
أروع,70.92,71.3
حديقة,71.3,71.8
سبق,71.8,72.26
لك,72.26,73.04
أن,73.04,73.24
رأيت,73.24,73.64
كم,75.38,75.62
كانت,75.62,75.92
تطوق,75.92,76.2
إلى,76.2,76.42
الخروج,76.42,76.8
من,76.8,76.98
تلك,76.98,77.2
القاعة,77.2,77.54
المظلمة,77.54,78.12
وأن,78.44,78.72
تتجول,78.72,79.18
بين,79.18,79.46
مساكب,79.46,79.98
الأزهر,79.98,80.4
الملونة,80.4,81.04
وتلك,81.22,81.56
النفولات,81.56,82.16
الباردة,82.16,82.72
لكنها,83.1,83.66
عجزت,83.66,84.16
حتى,84.16,84.5
عن,84.5,84.68
إدخال,84.68,85.04
رأسها,85.04,85.52
عبر,85.52,85.74
المدخل,85.74,86.3
حتى,86.8,87.1
ولو,87.1,87.38
مر,87.38,87.6
رأسي,87.6,88.14
أخذت,88.34,88.76
أليس,88.76,89.04
المسكينة,89.04,89.56
أن,89.56,89.62
تفكر,89.62,89.98
سيكون,90.62,91.04
ذا,91.04,91.26
فائدة,91.26,91.58
قليلة,91.58,92.0
بدون,92.0,92.42
كدفي,92.42,93.1
أوه,94.2,94.5
كم,94.5,94.66
أتمنى,94.66,95.12
لو,95.12,95.3
أنني,95.3,95.58
أنطبق,95.58,96.0
مثل,96.0,96.32
التليسكوب,96.32,96.98
أظن,97.46,97.82
أنني,97.82,98.18
أستطيع,98.18,98.64
ذلك,98.64,99.0
لو,99.0,99.18
أنني,99.18,99.48
أعرف,99.48,99.82
كيف,99.82,100.1
أبدأ,100.1,100.52
لأنه,101.12,101.6
كما,101.6,101.84
ترى,101.84,102.2
حدثت,102.2,102.76
أمور,102.76,103.0
غريبة,103.0,103.34
كثيرا,103.34,103.8
مؤخرا,103.8,104.3
بحيث,104.36,104.78
أن,104.78,104.96
أليس,104.96,105.44
بدأت,105.44,106.04
تفكر,106.04,106.44
أن,106.44,106.66
هناك,106.66,107.08
أشياء,107.08,107.48
قليلة,107.48,107.86
جديدة,107.86,108.34
هي,108.8,109.0
في,109.0,109.26
عداد,109.26,109.6
مستحيل,109.6,110.12
حقا,110.12,110.52
بدأ,112.4,112.7
أنه,112.7,112.94
لا,112.94,113.08
جدوى,113.08,113.4
من,113.4,113.58
الانتظار,113.58,114.06
بجانب,114.06,114.46
الباب,114.46,114.74
الصغير,114.74,115.18
وهكذا,115.64,116.06
عادت,116.06,116.4
إلى,116.4,116.54
المندطة,116.54,117.12
وهي,117.14,117.46
نصف,117.46,117.8
آملة,117.8,118.16
أن,118.16,118.32
تعثر,118.32,118.64
على,118.64,118.86
مفتاح,118.86,119.26
آخر,119.26,119.62
فوقها,119.62,120.12
أو,120.62,120.78
مهما,120.78,121.08
كانت,121.08,121.44
الظروف,121.44,121.92
على,122.16,122.4
كتاب,122.4,122.76
قواعد,122.76,123.2
عن,123.2,123.46
انغلاق,123.46,124.04
الناس,124.04,124.38
مثلما,124.38,124.74
ينغلق,124.74,125.16
التليسكوب,125.16,125.9
في,126.68,126.84
هذا,126.84,127.02
الوقت,127.02,127.4
وجدت,127.4,127.9
قارورة,127.9,128.34
صغيرة,128.34,128.66
فوقها,128.66,129.16
وقالت,129.32,129.78
أليس,129.78,130.12
أنها,130.12,130.56
بالتأكيد,130.56,131.08
لم,131.08,131.26
تكن,131.26,131.5
موجودة,131.5,131.96
هنا,131.96,132.14
من,132.14,132.34
قبل,132.34,132.6
وقد,133.26,133.54
ربغتها,133.54,134.08
حول,134.08,134.28
عنق,134.28,134.56
القارورة,134.56,135.2
رقعت,135.2,135.6
من,135.6,135.76
الورق,135.76,136.08
تبع,136.08,136.38
عليها,136.38,136.7
بشكل,136.7,137.04
جميل,137.04,137.44
وبحرف,137.44,137.98
ضخمة,137.98,138.76
تجرعني,139.14,139.82
كان,142.0,142.22
حسنا,142.22,142.62
جدا,142.62,143.02
أن,143.02,143.24
تقول,143.24,143.64
تجرعني,144.06,144.76
إلا,145.08,145.38
أن,145.38,145.58
ألس,145.58,145.9
الصغيرة,145.9,146.3
الحكيمة,146.3,146.98
لم,147.16,147.36
تكن,147.36,147.76
لتتسرع,147.76,148.64
وتنفذ,148.64,149.2
ذلك,149.2,149.62
فقالت,150.22,150.76
لا,150.76,150.98
سوف,150.98,151.36
أنظر,151.36,151.72
أولا,151.72,152.14
وأرى,152.42,152.84
ما,152.84,152.96
إذا,152.96,153.24
كانت,153.24,153.56
تحمل,153.56,153.82
قارورة,153.82,154.36
شارة,154.36,154.92
سم,154.92,155.32
أو,155.32,155.52
لا,155.52,155.76
إذ,156.82,157.02
سبق,157.02,157.38
لها,157.38,157.72
أن,157.72,157.96
قرأت,157.96,158.34
بضعة,158.34,158.68
قصص,158.68,159.34
صغيرة,159.58,160.04
لطيفة,160.04,160.54
عن,160.54,160.62
الأطفال,160.62,161.08
الذين,161.08,161.44
تعرضوا,161.44,161.98
للإحراق,161.98,162.6
أو,162.6,162.8
الذين,162.8,163.1
التهمتهم,163.1,164.64
الوحوش,164.64,165.36
وأمور,165.88,166.36
شنيعة,166.36,166.88
أخرى,166.88,167.44
وكل,168.0,168.4
ذلك,168.4,168.82
لأنهم,168.82,169.24
لم,169.24,169.5
يتذكروا,169.5,170.24
القواعد,170.24,170.66
البصيرة,170.66,171.16
التي,171.66,171.92
علمهم,171.92,172.42
إياهم,172.42,172.84
أصدقاؤهم,172.84,173.6
مثل,174.06,175.08
أن,175.08,175.28
المسعر,175.28,175.84
قضيب,175.84,176.2
معدني,176.2,176.68
لإثكاء,176.68,177.2
النار,177.2,177.54
سيحرككم,177.86,178.68
إذا,178.68,179.28
ما,179.28,179.42
أمسكتموه,179.42,180.14
لوقت,180.14,180.6
طويل,180.6,180.96
وأنه,181.54,181.96
لو,181.96,182.12
جرحتم,182.12,182.62
أصبعكم,182.62,183.04
جرحا,183.04,183.46
عميقا,183.46,183.88
جدا,183.88,184.14
بسكين,184.14,184.78
فهو,185.12,185.38
عادة,185.38,185.74
ينسف,185.74,186.32
وهي,186.62,186.92
لم,186.92,187.04
تنس,187.04,187.4
أبدا,187.4,187.84
أنه,187.84,188.28
لو,188.28,188.46
أنت,188.46,188.7
تجرعت,188.7,189.16
الكثير,189.16,189.58
من,189.58,189.68
قارورة,189.68,190.04
تنكتب,190.14,190.68
عليها,190.68,191.04
كلمة,191.04,191.4
سم,191.4,191.68
فإن,192.12,192.4
ذلك,192.4,192.68
سيؤذيك,192.68,193.4
بالتأكيد,193.4,194.04
عاجلا,194.22,194.66
أم,194.66,194.9
آجلا,194.9,195.32
إلا,196.1,196.36
أن,196.36,196.56
هذه,196.56,196.9
القارورة,196.9,197.54
لم,197.54,197.68
تحمل,197.68,198.02
شارة,198.02,198.34
سم,198.34,198.66
وهكذا,199.02,199.56
غامرت,199.56,200.0
ألس,200.0,200.32
وتذوقت,200.32,201.08
وعندما,201.72,201.98
وجدته,201.98,202.52
لذيذا,202.52,203.08
جدا,203.08,203.38
في,203.72,203.82
الحقيقة,203.82,204.28
له,204.28,204.5
مزيج,204.5,205.0
من,205.0,205.16
نكهة,205.16,205.6
تورتل,205.6,206.08
الكرز,206.08,206.52
الكسترد،,206.72,207.44
الأنناس،,207.44,208.52
الحبش,208.52,208.94
المحمر,208.94,209.58
حروة,209.88,210.28
طوفي,210.28,210.78
والخبز,211.96,212.4
المحمص,212.4,212.88
الساخن,212.88,213.3
بالزبدة,213.3,213.82
وسرعا,214.48,214.96
ما,214.96,215.08
شربته,215.08,215.58
كله,215.58,216.1
قالت,216.56,216.94
ألس,216.94,217.3
كان,218.78,219.06
له,219.06,219.28
كم,219.28,219.48
شعور,219.48,219.82
غريب,219.82,220.34
لا,220.56,220.76
بد,220.76,220.96
أنني,220.96,221.44
أنغلق,221.44,221.92
مثل,221.92,222.2
التليسكوب,222.2,222.88
وهذا,223.48,223.88
ما,223.88,224.04
جرى,224.04,224.3
فعلا,224.3,224.64
إذ,225.1,225.3
أصبحت,225.3,225.68
الآن,225.68,225.94
بطول,225.94,226.26
عشر,226.26,226.56
بوصات,226.56,227.08
وقد,227.4,227.68
تهلل,227.68,228.1
وجهها,228.1,228.56
إذاء,228.56,228.88
الفكرة,228.88,229.28
من,229.58,229.72
أنها,229.72,230.06
الآن,230.06,230.34
في,230.34,230.48
الحجم,230.48,230.84
المناسب,230.84,231.4
للخروج,231.4,231.94
من,231.94,232.06
الباب,232.06,232.38
الصغير,232.38,232.8
إلى,233.38,233.4
تلك,233.4,233.42
الحديقة,233.42,233.7
الجميلة,233.7,234.32
لكنها,235.46,235.92
أولا,235.92,236.32
تريثت,236.32,236.86
لقاء,236.86,237.22
قليل,237.22,237.66
لترى,237.66,238.2
أن,238.2,238.38
كانت,238.38,238.86
ستتقلص,238.86,239.56
أكثر,239.56,239.96
وقد,241.56,241.86
أحست,241.86,242.18
بشيء,242.18,242.54
من,242.54,242.66
الإضطراب,242.66,243.18
شأن,243.18,243.48
ذلك,243.48,243.9
قالت,244.28,244.6
ألس,244.6,244.84
في,244.84,244.98
نفسها,244.98,245.44
لأن,246.04,246.38
الأمر,246.38,246.72
ربما,246.72,247.08
ينتهي,247.08,247.56
كما,247.56,247.8
تعلم,247.8,248.2
في,248.2,248.38
اختفاء,248.38,248.86
كليا,248.86,249.36
مثلما,249.8,250.18
تختفي,250.18,250.58
الشمعة,250.58,251.02
أتساءل,251.44,252.02
كيف,252.02,252.24
سيبدو,252.24,252.88
حين,252.88,253.34
ذاك,253.34,253.74
وحاولت,254.36,255.0
أن,255.0,255.16
تتخيل,255.16,255.59
كيف,255.59,255.88
يبدو,255.88,256.22
لهيب,256.22,256.54
الشمعة,256.54,257.0
لأنها,258.58,259.08
لم,259.08,259.2
تستطع,259.2,259.74
أن,259.74,259.88
تتذكر,259.88,260.37
أنها,260.37,260.74
رأت,260.74,261.1
هكذا,261.1,261.46
شيء,261.46,261.86
بعد,262.52,262.82
فترة,262.82,263.22
وجيزة,263.22,263.84
وبعدما,264.04,264.42
وجدت,264.42,264.88
أنه,264.88,265.18
لم,265.18,265.38
يحدث,265.38,265.76
أكثر,265.76,266.04
من,266.04,266.22
ذلك,266.22,266.6
قررت,266.94,267.38
الذهاب,267.38,267.88
إلى,267.88,268.04
الحديقة,268.04,268.52
في,268.52,268.66
الحال,268.66,268.96
لكن,269.28,269.62
وحستها,269.62,270.4
على,270.66,270.86
ألس,270.86,271.18
المسكينة,271.18,271.88
فعندما,272.2,272.66
بلغت,272.66,273.04
الباب,273.04,273.44
وجدت,274.04,274.24
أنها,274.24,274.52
نسيت,274.52,274.88
المفتاح,274.88,275.3
الذهبي,275.3,275.72
الصغير,275.72,276.22
وعندها,276.54,277.04
رجعت,277.04,277.42
إلى,277.42,277.58
المنظمة,277.58,278.04
لكي,278.34,278.66
تأتي,278.66,278.98
به,278.98,279.28
وجدت,280.04,280.24
أن,280.24,280.38
من,280.38,280.54
المستحيل,280.54,281.18
لها,281.18,281.48
أن,281.48,281.64
تصله,281.64,282.08
استطاعت,284.04,284.28
أن,284.28,284.44
تراه,284.44,284.7
بالروح,284.7,285.16
تام,285.16,285.4
عبر,285.4,285.64
الزجاج,285.64,286.2
وبدلت,286.92,287.5
ما,287.5,287.66
بوسعها,287.66,288.38
لكي,288.7,288.94
تتصلق,288.94,289.66
أحدى,289.66,290.04
السيقان,290.04,290.42
المندضة,290.42,291.02
لكنها,291.24,291.72
كانت,291.72,292.02
زلقة,292.02,292.32
جدا,292.32,292.68
وعندما,293.08,293.62
أجهدت,293.62,294.32
نفسها,294.32,294.74
من,294.74,294.92
جراء,294.92,295.26
المحاولة,295.26,295.68
جلست,296.8,297.28
الصغيرة,297.28,297.68
المسكينة,297.68,297.7
وأخذت,297.7,297.72
تبكي,297.72,299.38
