text,start,end
Stała,250.98,252.18
więc,252.18,252.4
w,252.4,252.52
miejscu,252.52,252.9
i,252.9,253.02
"czekała,",253.02,253.48
co,253.6,253.76
nastąpi.,253.76,254.32
Orszak,257.86,258.32
zatrzymał,258.32,258.94
się,258.94,259.14
wprost,259.14,259.66
Alicji,259.66,260.2
i,260.2,260.4
wszyscy,260.4,260.8
wlepili,260.8,261.26
na,261.26,261.48
nią,261.48,261.64
"wzrok,",261.64,262.06
a,262.42,262.68
królowa,262.68,263.14
spytała,263.14,263.68
"groźnie,",263.68,264.18
kto,264.26,264.6
to,264.6,264.62
jest?,264.62,264.64
Pytanie,266.3,266.84
skierowane,266.84,267.64
było,267.64,268.0
do,268.0,268.38
waleta,268.38,268.92
kier.,268.92,269.24
On,269.92,270.34
jednak,270.34,270.74
w,270.74,270.9
odpowiedzi,270.9,271.52
tylko,271.52,271.84
zgłonił,271.84,272.46
się,272.46,272.6
z,272.6,272.62
uśmiechem.,272.62,272.64
"Idiota,",274.78,275.4
rzekła,275.6,275.98
królowa,275.98,276.48
"gniewnie,",276.48,277.16
zarzucając,277.56,278.48
głową,278.48,278.9
i,278.9,279.2
zwróciła,279.2,279.6
się,279.6,279.62
bezpośrednio,279.62,279.64
do,279.64,279.66
Alicji.,279.66,279.68
Jak,279.68,279.7
masz,279.7,279.8
na,279.8,279.98
imię,279.98,280.64
dziecko?,280.64,281.96
Na,282.24,284.62
imię,284.62,284.86
mi,284.86,285.06
Alicja.,285.06,285.58
Za,286.06,286.8
pozwoleniem,286.8,287.84
jej,287.84,288.0
królewskiej,288.0,288.62
mości,288.62,289.08
odparła,289.08,291.66
arcygrzecznie,291.66,292.98
"Alicja,",292.98,293.52
a,293.88,294.14
w,294.14,294.22
duchu,294.22,294.48
"dodała,",294.48,294.6
przecież,296.0,296.4
to,296.4,296.56
tylko,296.56,296.82
talia,296.82,297.22
"kat,",297.22,297.5
nie,297.86,298.06
musiał,298.06,298.32
się,298.32,298.38
niczego,298.38,298.72
bać.,298.72,299.08
A,300.92,301.16
ci,301.16,301.38
"tam,",301.38,302.14
co,302.26,302.38
to,302.38,302.54
za,302.54,302.68
jedni?,302.68,303.04
Królowa,303.12,303.52
wskazała,303.52,304.14
palcem,304.14,304.84
trzech,304.84,306.02
ogrodników,306.02,307.66
leżących,307.66,308.54
wokół,308.54,308.88
drzewka,308.88,309.28
różanego.,309.28,309.6
Leżeli,310.42,312.36
twarzami,312.36,313.1
do,313.1,313.3
"ziemi,",313.3,314.26
a,314.32,314.5
że,314.5,314.88
deseń,314.88,315.88
na,315.88,316.52
odwrocie,316.52,317.1
mieli,317.1,317.38
ten,317.38,317.64
"sam,",317.64,317.98
co,318.96,319.5
reszta,319.5,319.86
"talii,",319.86,320.26
więc,320.58,320.82
królowa,320.82,321.38
nie,321.38,321.6
mogła,321.6,321.98
"poznać,",321.98,322.62
czy,322.94,323.0
to,323.0,323.2
są,323.2,323.38
"ogrodnicy,",323.38,324.0
"żołnierze,",324.12,324.6
"dworzanie,",324.68,325.18
czy,325.32,325.5
też,325.5,326.52
może,326.52,326.84
trójka,326.84,327.32
jej,327.32,327.5
własnych,327.5,327.94
dzieci.,327.94,328.24
Skąd,329.88,330.24
mam,330.24,330.5
wiedzieć?,330.5,331.22
rzachnęła,332.02,332.62
się,332.62,332.76
"Alicja,",332.76,333.24
zdumiona,333.7,334.2
własną,334.2,334.8
śmiałością.,334.8,335.6
To,336.02,336.2
nie,336.2,336.38
moja,336.38,336.66
sprawa.,336.66,337.1
Królowa,337.84,338.52
spurpurowiała,338.52,340.04
ze,340.04,340.28
złości.,340.28,340.74
Przez,341.38,341.7
chwilę,341.7,342.26
gromiła,342.26,343.2
Alicjiem,343.2,343.78
wzrokiem,343.78,344.34
dzikiej,344.34,344.74
"bestii,",344.74,345.26
po,345.7,345.92
czym,345.92,346.12
wrzastnęła,346.12,346.74
piskliwie.,346.74,347.4
Ściąć,348.04,348.44
jej,348.44,348.6
głowę!,348.6,349.08
Ściąć!,349.56,350.14
