text,start,end
mãos,151.02,151.3
e,151.3,151.42
os,151.42,151.58
pés,151.58,151.84
nos,151.84,152.18
quatro,152.18,152.48
cantos.,152.48,152.94
A,154.28,154.48
"seguir,",154.48,154.84
dez,155.3,155.46
cortesãos,155.46,156.1
resplandeciam,156.1,156.96
de,156.96,157.14
ouros,157.14,157.6
e,157.6,158.06
andavam,158.06,158.52
aos,158.52,158.94
"pares,",158.94,159.32
como,159.56,159.7
os,159.7,159.84
soldados.,159.84,160.26
Depois,161.78,162.14
"destes,",162.14,162.72
vinham,163.1,163.32
as,163.32,163.46
crianças,163.46,163.84
reais.,163.84,164.12
Eram,165.04,165.26
"dez,",165.26,165.64
uns,166.12,166.32
amores,166.32,166.8
que,166.8,166.96
pulavam,166.96,167.38
alegremente,167.38,168.16
de,168.16,168.34
mãos,168.34,168.6
dadas,168.6,169.0
aos,169.0,169.3
"pares,",169.3,169.72
e,170.56,170.76
estavam,170.76,171.04
todas,171.04,171.42
enfeitadas,171.42,171.98
de,171.98,172.14
corações.,172.14,172.64
"Atrás,",174.52,175.06
vinham,175.38,175.54
os,175.54,175.66
"convidados,",175.66,176.3
reis,176.92,177.3
e,177.3,177.42
rainhas,177.42,177.88
na,177.88,178.04
sua,178.04,178.24
"maioria,",178.24,178.62
e,179.6,179.78
entre,179.78,179.98
"eles,",179.98,180.32
Alice,180.5,180.78
reconheceu,180.78,181.38
o,181.38,181.48
coelho,181.48,181.74
"branco,",181.74,182.16
que,182.56,182.74
falava,182.74,183.06
muito,183.06,183.4
depressa,183.4,183.96
todo,183.96,184.22
"nervoso,",184.22,184.78
sorrindo,185.28,185.82
a,185.82,186.22
tudo,186.22,186.44
o,186.44,186.7
que,186.7,186.82
era,186.82,187.0
"dito,",187.0,187.34
e,187.68,187.82
não,187.82,187.92
fez,187.92,188.12
caso,188.12,188.38
dela.,188.38,188.6
Via,189.96,190.26
ainda,190.26,190.56
o,190.56,190.82
valete,190.82,191.16
de,191.16,191.36
"corpas,",191.36,191.78
transportando,192.08,192.72
a,192.72,192.9
coroa,192.9,193.22
do,193.22,193.4
rei,193.4,193.62
numa,193.62,193.8
almofada,193.8,194.32
de,194.32,194.48
veludo,194.48,194.82
"vermelho,",194.82,195.36
e,196.1,196.28
os,196.28,196.42
últimos,196.42,196.74
desta,196.74,197.12
grande,197.12,197.48
procissão,197.48,198.16
eram,198.16,198.82
o,198.82,199.1
rei,199.1,199.46
e,199.46,199.6
a,199.6,199.68
rainha,199.68,200.06
de,200.06,200.22
corpas.,200.22,200.64
Alice,202.76,203.16
ficou,203.16,203.38
sem,203.38,203.58
saber,203.58,203.84
se,203.84,204.02
devia,204.02,204.36
deitar-se,204.36,204.88
de,204.88,205.04
bruxos,205.04,205.46
como,205.46,205.74
os,205.74,205.9
três,205.9,206.06
"jardineiros,",206.06,206.68
mas,207.72,207.96
não,207.96,208.1
se,208.1,208.22
lembrava,208.22,208.72
de,208.72,209.06
alguma,209.06,209.28
vez,209.28,209.58
ter,209.58,209.78
ouvido,209.78,210.06
falar,210.06,210.32
em,210.32,210.52
tal,210.52,210.72
costume,210.72,211.2
durante,211.2,211.54
os,211.54,211.68
cortejos.,211.68,212.2
E,213.18,213.46
além,213.46,213.68
"disso,",213.68,214.1
para,214.7,214.86
que,214.86,215.06
serviria,215.06,215.5
um,215.5,215.6
"cortejo,",215.6,216.16
pensou,216.34,216.76
"ela,",216.76,216.98
se,217.58,217.78
toda,217.78,218.06
a,218.06,218.16
gente,218.16,218.36
tivesse,218.36,218.68
de,218.68,218.86
deitar-se,218.86,219.34
de,219.34,219.46
bruxos,219.46,219.88
sem,219.88,220.14
o,220.14,220.28
poder,220.28,220.56
ver?,220.56,220.88
Por,222.3,222.52
"isso,",222.52,222.78
deixou-se,223.36,224.16
ficar,224.16,224.44
onde,224.44,224.66
"estava,",224.66,225.04
à,225.32,225.46
espera.,225.46,225.8
Quando,227.5,227.76
a,227.76,227.88
procissão,227.88,228.34
passou,228.34,228.58
em,228.58,228.78
frente,228.78,229.0
de,229.0,229.16
"Alice,",229.16,229.48
todos,230.06,230.34
destacaram,230.34,231.1
a,231.1,231.24
"observá-la,",231.24,231.82
e,232.28,232.42
a,232.42,232.52
rainha,232.52,232.76
perguntou,232.76,233.28
num,233.28,233.5
tom,233.5,233.7
"severo,",233.7,234.24
—,235.34,235.46
Quem,235.46,235.6
é,235.6,235.78
esta?,235.78,236.08
—,236.36,236.56
voltou-se,236.56,237.04
para,237.04,237.18
o,237.18,237.26
valete,237.26,237.68
de,237.68,237.98
"corpas,",237.98,238.42
que,238.84,238.98
limitou-se,238.98,239.52
a,239.52,239.62
fazer,239.62,239.82
uma,239.82,240.0
venha,240.0,240.4
e,240.4,240.82
sorria,240.82,241.16
em,241.16,241.3
"resposta,",241.3,241.74
—,242.76,242.8
Idiota!,242.8,243.42
—,243.66,243.82
exclamou,243.82,244.26
a,244.26,244.42
"rainha,",244.42,244.84
abandona-a,245.08,245.86
cabeça,245.86,246.38
de,246.38,246.56
impaciência.,246.56,247.2
"Dirigindo-se,",247.8,248.6
Alice,248.78,249.12
"continuou,",249.12,249.84
—,250.18,250.5
Como,250.5,250.82
te,250.82,250.98
"chamas,",250.98,251.34
pequena?,251.46,251.78
—,252.76,252.88
"Alice,",252.88,253.28
ao,253.54,253.92
serviço,253.92,254.34
de,254.34,254.5
vossa,254.5,254.72
majestade,254.72,255.36
—,255.36,255.54
respondeu,255.54,256.1
ela,256.1,256.26
com,256.26,256.48
muito,256.48,256.72
boas,256.72,256.98
"maneiras,",256.98,257.4
—,258.4,258.5
Mas,258.5,258.68
disse,258.68,258.96
lá,258.96,259.3
consigo,259.3,259.74
"própria,",259.74,260.36
—,261.02,261.06
"Ora,",261.06,261.3
afinal,261.54,261.88
de,261.88,262.08
"contas,",262.08,262.42
eles,262.7,262.92
são,262.92,263.12
só,263.12,263.4
um,263.4,263.54
baralho,263.54,263.9
de,263.9,264.08
"cartas,",264.08,264.48
não,264.88,265.1
há,265.1,265.3
que,265.3,265.54
ter,265.54,265.76
medo.,265.76,266.04
—,267.22,267.24
E,267.24,267.38
quem,267.38,267.54
são,267.54,267.74
estes?,267.74,268.16
—,268.3,268.4
perguntou,268.4,268.78
a,268.78,268.9
"rainha,",268.9,269.24
apontando,269.6,270.16
para,270.16,270.36
os,270.36,270.5
três,270.5,270.7
jardineiros,270.7,271.26
deitados,271.26,271.72
de,271.72,271.92
volta,271.92,272.14
da,272.14,272.3
roseira.,272.3,272.76
"Pois,",273.98,274.32
bem,274.68,274.88
"veem,",274.88,275.22
como,275.52,275.86
estavam,275.86,276.18
de,276.18,276.38
"bruxos,",276.38,276.82
e,276.92,277.12
o,277.12,277.22
padrão,277.22,277.52
nas,277.52,277.72
suas,277.72,277.94
costas,277.94,278.42
era,278.42,278.7
igual,278.7,278.94
ao,278.94,279.16
do,279.16,279.28
resto,279.28,279.52
do,279.52,279.68
"baralho,",279.68,280.18
ela,280.52,280.74
não,280.74,280.9
podia,280.9,281.26
saber,281.26,281.62
se,281.62,281.94
eles,281.94,282.16
eram,282.16,282.4
"jardineiros,",282.4,283.14
"soldados,",283.46,284.06
"cortesãos,",284.4,285.06
ou,285.5,285.64
três,285.64,286.08
de,286.08,286.76
seus,286.76,286.94
próprios,286.94,287.38
filhos.,287.38,287.76
—,289.44,289.54
Como,289.54,289.8
hei-lhe,289.8,290.46
eu,290.46,290.64
saber?,290.64,291.0
—,291.22,291.34
disse,291.34,291.58
"Alice,",291.58,291.98
"espantada,",292.16,292.72
com,292.84,292.96
a,292.96,293.34
sua,293.34,293.5
temeridade.,293.5,294.2
—,294.22,295.08
Não,295.08,295.26
tenho,295.26,295.44
nada,295.44,295.72
com,295.72,295.9
isso.,295.9,296.2
A,297.48,297.82
rainha,297.82,298.18
ficou,298.18,298.48
vermelha,298.48,299.54
de,299.54,299.72
"raiva,",299.72,300.12
e,300.7,300.82
depois,300.82,301.14
de,301.14,301.34
lhe,301.34,301.52
lançar,301.52,301.98
um,301.98,302.2
olhar,302.2,302.5
fulminante,302.5,303.2
como,303.2,303.48
um,303.48,304.0
animal,304.0,304.28
"feroz,",304.28,304.78
começou,305.24,305.66
a,305.66,305.86
"gritar,",305.86,306.24
—,306.68,306.82
Cortem-lhe,306.82,307.24
a,307.24,307.34
cabeça!,307.34,307.82
Cortem-lhe,308.1,308.7
a...,308.7,308.9
