text,start,end
그러니까,54.84,55.24
내가,55.24,55.52
말해줄게.,55.52,56.24
그건,56.68,56.9
요리사에게,56.9,57.62
양파,57.62,58.1
대신,58.1,58.54
튤립뿌리를,58.54,59.34
가져갔기,59.34,60.0
때문이야.,60.0,60.48
파이브가,60.84,61.42
말했다.,61.42,61.8
세,62.46,62.68
분이,62.68,62.98
붓을,62.98,63.3
내동댕이,63.3,63.86
치며,63.86,64.16
입을,64.16,64.48
열었다.,64.48,64.94
나,65.36,65.62
"원,",65.62,65.98
이렇게,66.36,66.72
억울한,66.72,67.42
일이.,67.42,67.72
그,68.5,68.72
순간,68.72,69.04
세,69.04,69.3
분이,69.3,69.58
자신들을,69.58,70.1
지켜보고,70.1,70.66
있던,70.66,70.96
앨리스와,70.96,71.5
눈이,71.5,71.88
마주쳤고,71.88,72.54
갑자기,72.54,72.98
입을,72.98,73.46
다물었다.,73.46,73.98
다른,74.52,74.82
두,74.82,75.06
명도,75.06,75.36
주위를,75.36,75.74
돌아보더니,75.74,76.46
허리를,76.46,76.92
굽혀,76.92,77.28
인사했다.,77.28,77.86
앨리스가,78.42,78.98
약간,78.98,79.36
주저하며,79.36,80.02
물었다.,80.02,80.38
왜,80.94,81.16
장미를,81.16,81.68
칠하고,81.68,82.06
계신지,82.06,82.56
여쭤봐도,82.56,83.1
될까요?,83.1,83.58
파이브와,84.34,84.88
세,84.88,85.08
분이,85.08,85.38
말없이,85.38,85.76
투를,85.76,86.14
바라보았다.,86.14,86.94
투가,87.24,87.6
나직하게,87.6,88.14
대답했다.,88.14,88.68
그건,89.48,89.84
"말이죠,",89.84,90.3
아가씨.,90.4,90.84
원래,91.6,91.92
이곳엔,91.92,92.4
빨간,92.4,92.8
장미나무를,92.8,93.54
심어야,93.54,93.98
했는데,93.98,94.4
우리가,94.4,95.12
실수로,95.12,95.76
하얀,95.76,96.08
장미나무를,96.08,96.78
심었기,96.78,97.24
때문이랍니다.,97.24,97.94
만약,98.7,99.04
이,99.04,99.24
사실을,99.24,99.78
여왕님이,99.78,100.28
아시는,100.28,100.72
날에,100.72,101.16
우리,101.16,101.92
목은,101.92,102.32
당장,102.32,102.68
날아가고,102.68,103.24
말,103.24,103.44
거예요.,103.44,103.76
그래서,104.42,104.76
이렇게,104.76,105.12
여왕님이,105.12,105.7
오시기,105.7,106.2
전에,106.2,106.4
"열심히,",106.4,106.9
이때,107.68,107.92
걱정스러운,107.92,108.56
눈길로,108.56,109.0
정원을,109.0,109.48
살피고,109.48,109.96
있던,109.96,110.22
파이브가,110.22,110.84
소리쳤다.,110.84,111.5
여왕님이다!,112.0,112.74
여왕님이,113.08,113.6
오신다!,113.6,114.1
정원사들이,114.74,115.48
곧바로,115.48,115.92
몸을,115.92,116.26
던져,116.26,116.58
바닥에,116.58,117.06
얼굴을,117.06,117.5
대고,117.5,117.76
납작,117.76,118.12
엎드렸다.,118.12,118.8
수많은,119.86,120.38
발자국,120.38,120.82
소리가,120.82,121.22
들려왔다.,121.22,121.88
앨리스는,122.32,122.96
여왕을,122.96,123.42
보려고,123.42,123.74
주위를,123.74,124.22
두리번거렸다.,124.22,125.16
맨,125.64,126.04
먼저,126.04,126.4
병사,126.4,126.9
열,126.9,127.1
명이,127.1,127.46
클로버를,127.46,128.02
들고,128.02,128.32
나타났다.,128.32,129.08
납작한,129.6,130.24
직사각형,130.24,131.5
몸에,131.5,132.14
손과,132.14,132.64
발이,132.64,133.04
네,133.04,133.24
귀퉁이에,133.24,134.1
달린,134.1,134.5
것이,134.5,134.8
정원사와,134.8,135.52
같은,135.52,135.86
모습이었다.,135.86,136.66
다음으로,137.16,137.76
신하,137.76,138.18
열,138.18,138.42
명이,138.42,138.72
따랐다.,138.72,139.22
병사들은,140.0,140.18
온몸을,140.18,140.76
다이아몬드로,140.76,141.6
장식한,141.6,142.18
채,142.18,142.44
병사들처럼,142.44,143.56
두,143.56,143.78
줄로,143.78,144.04
걸어왔다.,144.04,144.78
다음은,145.44,145.94
왕자와,145.94,146.44
공주들,146.44,146.96
순서였다.,146.96,147.68
역시,148.02,148.36
모두,148.36,148.7
열,148.7,148.92
명이었는데,148.92,149.68
손에,149.68,150.38
손을,150.38,150.74
잡고,150.74,151.12
짝을,151.12,151.5
지어,151.5,151.84
즐겁게,151.84,152.36
뛰어왔다.,152.36,153.02
다들,153.6,153.96
하트로,153.96,154.42
치장한,154.42,154.98
모습이었다.,154.98,155.74
그,156.14,156.34
뒤로,156.34,156.64
손님들이,156.64,157.28
줄을,157.28,157.7
이었다.,157.7,158.16
대부분,158.54,159.04
왕과,159.04,159.54
여왕들이었는데,159.54,160.6
앨리스는,160.6,161.58
그,161.58,161.76
속에서,161.76,162.2
휜토끼의,162.2,163.0
모습을,163.0,163.44
발견했다.,163.44,163.96
휜토끼의,164.6,165.38
초조한,165.38,166.22
기색으로,166.22,166.76
이런저런,166.76,167.4
말에,167.4,167.7
웃음을,167.7,168.12
상대하느라,168.12,168.9
앨리스를,169.34,169.94
미쳐,169.94,170.4
보지,170.4,170.84
못하고,170.84,171.24
지나쳤다.,171.24,171.9
다음으로는,172.38,173.14
하트,173.14,173.5
잭이,173.5,173.92
진홍빛,173.92,174.52
벨벳,174.52,175.04
쿠션,175.04,175.48
위에,175.48,175.76
놓친,175.76,176.26
왕관을,176.26,177.18
들고,177.18,177.46
손님들,177.46,178.04
뒤를,178.04,178.32
따랐다.,178.32,178.88
그리고,179.2,179.62
이,179.62,179.84
성대한,179.84,180.32
행렬의,180.32,180.84
마지막으로,180.84,181.54
하트,181.54,182.2
왕과,182.2,182.56
하트,182.56,182.88
여왕이,182.88,183.36
모습을,183.36,183.92
드러냈다.,183.92,184.54
앨리스는,185.28,185.88
정원사들처럼,185.88,186.78
자기도,186.78,187.22
바닥에,187.22,187.72
엎드려야,187.72,188.28
하나?,188.28,188.56
만화로,188.7,189.32
잠깐,189.32,189.84
고민했다.,189.84,190.54
하지만,190.92,191.28
아무리,191.28,191.72
생각해도,191.72,192.26
그런,192.26,192.56
규칙은,192.56,193.08
들어본,193.08,193.46
기억이,193.46,193.92
없었다.,193.92,194.3
게다가,194.88,195.3
저렇게,195.3,195.68
납작,195.68,196.06
엎드리면,196.06,196.58
아무것도,196.58,197.06
볼,197.06,197.32
수,197.32,197.46
없을,197.46,197.78
텐데,197.78,197.98
그렇게,198.1,198.46
되면,198.46,198.72
행렬이,198.72,199.2
무슨,199.2,199.4
소용이겠어?,199.4,200.02
앨리스는,200.8,201.32
이렇게,201.32,201.58
생각하면,201.58,202.22
자리에,202.22,202.66
선채,202.66,203.02
기다렸다.,203.02,203.66
행렬이,204.34,204.84
앨리스,204.84,205.22
앞에,205.22,205.46
이르자,205.46,205.9
모두들,205.9,206.4
걸음을,206.4,206.86
멈추고,206.86,207.36
앨리스를,207.36,207.88
쳐다보았다.,207.88,208.68
여왕이,209.1,209.62
엄하게,209.62,209.96
물었다.,209.96,210.46
얘는,210.88,211.18
누구냐?,211.18,211.7
질문은,212.2,212.74
받아,212.74,212.92
하트,212.92,213.28
잭은,213.28,213.72
대답,213.72,214.1
대신,214.1,214.36
머리를,214.36,214.74
쪼아리며,214.74,215.3
해볼축,215.3,215.82
웃기만,215.82,216.22
했다.,216.22,216.58
멍청한,216.9,217.6
것.,217.6,217.84
여왕이,218.38,218.78
짜증스럽게,218.78,219.46
고개를,219.46,219.82
닫히면,219.82,220.32
말했다.,220.32,220.72
그러고는,221.18,221.8
앨리스를,221.8,222.32
향해,222.32,222.68
물었다.,222.68,223.12
이름이,223.46,223.92
뭐냐,223.92,224.18
꼬마야?,224.18,224.68
앨리스라고,225.22,225.86
합니다,225.86,226.28
여왕,226.28,226.76
베아.,226.76,227.08
앨리스가,227.56,228.12
아주,228.12,228.38
공손하게,228.38,228.98
대답했다.,228.98,229.48
그리고,230.1,230.42
혼잣말로,230.42,231.1
이렇게,231.1,231.42
덮으셨다.,231.42,232.14
뭐야,232.68,233.04
고작,233.04,233.96
카드,233.96,234.34
한,234.34,234.52
벌일,234.52,234.86
뿐이잖아,234.86,235.52
겁낼,235.52,236.2
필요,236.2,236.44
없다고.,236.44,236.92
이,238.02,238.2
자들은,238.2,238.6
또,238.6,238.78
누구냐?,238.78,239.24
여왕이,239.7,240.22
장미나무,240.22,240.9
옆에,240.9,241.24
엎드려,241.24,241.7
있는,241.7,241.94
세,241.94,242.18
정원사를,242.18,242.8
가리키며,242.8,243.48
물었다.,243.48,243.9
셋,244.54,244.82
다,244.82,245.02
얼굴을,245.02,245.56
받고,245.56,245.82
있는,245.82,246.1
데다,246.1,246.48
등에,246.48,247.12
난,247.12,247.26
문이,247.26,247.56
역시,247.56,247.84
다른,247.84,248.2
카드들과,248.2,249.1
똑같기,249.1,250.24
때문에,250.24,251.22
여왕은,253.44,253.94
그들이,253.94,254.36
정원사인지,254.36,255.28
병사인지,255.28,256.2
신하인지,256.2,256.96
아니면,256.96,257.36
제,257.36,257.66
자식들인지,257.66,258.4
분간할,258.4,259.16
길도,259.16,259.62
없었다.,259.62,260.04
제가,260.68,260.94
어떻게,260.94,261.32
알겠어요,261.32,261.92
내,261.92,262.52
일도,262.52,262.84
아닌데.,262.84,263.24
앨리스는,263.86,264.44
이렇게,264.44,264.72
말하면서,264.72,265.36
스스로의,265.36,266.06
대범하게,266.06,266.58
깜짝,266.58,266.96
놀랐다.,266.96,267.42
여왕의,268.06,268.6
얼굴이,268.6,269.26
분노로,269.26,269.68
빨개졌고,269.68,270.4
사나운,270.4,270.9
짐승처럼,270.9,271.64
앨리스를,271.64,272.24
매석게,272.24,272.82
노래,272.82,273.36
보는가,273.36,273.86
싶더니,273.86,274.28
소리를,274.28,274.74
버럭,274.74,275.1
질렀다.,275.1,275.48
저,275.96,276.16
아이의,276.16,276.56
목을,276.56,276.9
쳐라.,276.9,277.24
