text,start,end
out,85.06,85.22
to,85.22,85.4
carry.,85.4,85.74
Higher,86.36,86.76
and,86.76,86.96
higher,86.96,87.22
they,87.22,87.42
"sailed,",87.42,87.88
and,88.3,88.44
though,88.44,88.62
it,88.62,88.74
was,88.74,88.92
"grand,",88.92,89.34
Aqua,89.5,89.76
and,89.76,89.92
his,89.92,90.08
friends,90.08,90.52
were,90.52,90.98
like,90.98,91.16
fish,91.18,91.44
out,91.44,91.6
of,91.6,91.76
"water,",91.76,92.1
so,92.26,92.38
they,92.38,92.54
grew,92.54,92.74
quite,92.74,93.1
dizzy.,93.1,93.5
They,94.46,94.66
enjoyed,94.66,95.06
looking,95.06,95.36
down,95.36,95.66
on,95.66,95.82
the,95.82,95.94
world,95.94,96.18
"below,",96.18,96.66
while,96.96,97.18
the,97.18,97.34
wind,97.34,97.58
scattered,97.58,98.04
them,98.04,98.28
across,98.28,98.62
the,98.62,98.84
four,98.84,99.06
corners,99.06,99.48
of,99.48,99.66
the,99.66,99.8
"earth,",99.8,100.16
but,100.56,100.72
after,100.72,100.98
a,100.98,101.16
while,101.16,101.4
it,101.4,101.58
grew,101.58,101.76
nearly,101.76,102.06
time,102.06,102.4
for,102.4,102.58
the,102.58,102.72
sun,102.72,102.9
to,102.9,103.06
go,103.06,103.16
to,103.16,103.3
bed.,103.3,103.6
He,104.04,104.24
became,104.24,104.58
very,104.58,104.84
red,104.84,105.16
in,105.16,105.28
the,105.28,105.42
face,105.42,105.74
and,105.74,105.9
began,105.9,106.1
to,106.1,106.3
sink,106.3,106.5
lower,106.5,106.86
and,106.86,107.08
"lower,",107.08,107.42
until,107.58,107.78
suddenly,107.78,108.18
he,108.18,108.38
went,108.38,108.41
clear,108.41,108.8
out,108.8,108.96
of,108.96,109.12
sight.,109.12,109.38
Poor,109.98,110.16
little,110.16,110.4
"Aqua,",110.4,110.74
frightened,110.9,111.16
by,111.16,111.38
the,111.38,111.52
impending,111.52,111.9
cold,111.9,112.22
and,112.22,112.38
"darkness,",112.38,112.8
wished,113.04,113.18
he,113.18,113.32
could,113.32,113.5
sleep,113.5,113.78
not,113.78,113.89
in,113.89,114.12
the,114.12,114.22
"sky,",114.22,114.52
but,114.64,114.78
somewhere,114.78,115.04
closer,115.04,115.46
to,115.46,115.66
earth.,115.66,115.98
Then,116.52,116.94
Aqua,116.94,117.54
heard,117.54,117.78
the,117.78,117.94
wind,117.94,118.16
blow,118.16,118.42
and,118.42,118.6
conjectured,118.6,119.18
that,119.18,119.38
maybe,119.38,119.6
the,119.6,119.82
wind,119.82,120.04
could,120.04,120.26
take,120.26,120.5
him,120.5,120.64
back,120.64,120.86
down,120.86,121.02
to,121.02,121.22
the,121.22,121.36
ocean.,121.36,121.7
"Indeed,",122.32,122.68
the,122.82,122.9
wind,122.9,123.08
took,123.08,123.28
pity,123.28,123.56
on,123.56,123.76
him,123.76,123.92
and,123.92,124.08
fanned,124.08,124.4
"him,",124.4,124.62
together,124.74,124.98
with,124.98,125.2
all,125.2,125.4
his,125.4,125.58
brothers,125.58,125.9
and,125.9,126.1
"sisters,",126.1,126.48
into,126.88,127.18
a,127.18,127.36
heavy,127.36,127.62
gray,127.62,127.9
"cloud,",127.9,128.4
after,128.76,129.04
which,129.04,129.28
he,129.28,129.44
blew,129.44,129.64
them,129.64,129.82
apart,129.82,130.22
and,130.22,130.48
told,130.48,130.7
them,130.7,130.84
to,130.84,130.98
hurry,130.98,131.2
"down,",131.2,131.56
fast,131.68,131.92
and,131.92,132.1
"furious,",132.1,132.4
to,132.5,132.62
the,132.62,132.74
"earth,",132.74,133.04
so,133.42,133.58
they,133.58,133.72
could,133.72,133.84
have,133.84,134.02
a,134.02,134.16
fighting,134.16,134.38
chance,134.38,134.72
of,134.72,134.9
reaching,134.9,135.14
the,135.14,135.32
ocean.,135.32,135.64
Down,136.34,136.42
they,136.42,136.56
"went,",136.56,136.82
rolling,136.98,137.22
over,137.22,137.48
each,137.48,137.74
"other,",137.74,137.98
until,138.12,138.38
with,138.38,138.58
a,138.58,138.7
patter,138.7,139.0
and,139.0,139.22
clatter,139.22,139.56
and,139.56,139.74
spatter,139.74,140.16
they,140.28,140.56
touched,140.56,140.84
the,140.84,141.0
"ground,",141.0,141.36
and,141.48,141.58
all,141.58,141.7
the,141.7,141.86
people,141.86,142.1
at,142.1,142.26
the,142.26,142.36
raindrops,142.36,142.84
fell,142.84,143.1
on,143.1,143.28
"cried,",143.28,143.62
It's,143.76,143.92
"raining,",143.92,144.26
and,144.76,144.92
took,144.92,145.08
out,145.08,145.24
their,145.24,145.4
umbrellas.,145.4,146.06
Some,146.38,146.66
of,146.66,146.8
the,146.8,146.9
drops,146.9,147.22
that,147.22,147.38
were,147.38,147.5
the,147.5,147.66
most,147.66,147.84
"fortunate,",147.84,148.28
including,148.46,148.76
"Aqua,",148.76,149.24
fell,149.6,149.82
on,149.82,149.96
a,149.96,150.08
"mountainside,",150.08,150.72
and,151.06,151.15
down,151.15,151.44
the,151.44,151.6
rocky,151.6,151.88
cliff,151.88,152.2
they,152.2,152.38
ran.,152.38,152.72
Together,153.34,153.74
they,153.74,153.94
plunged,153.94,154.44
into,154.44,154.62
a,154.62,154.78
mountain,154.78,155.02
"brook,",155.02,155.44
which,155.58,155.74
came,155.74,155.96
foaming,155.96,156.36
and,156.36,156.56
dashing,156.56,156.94
"along,",156.94,157.36
leaping,157.76,158.07
over,158.07,158.32
rocks,158.32,158.76
and,158.76,158.96
rushing,158.96,159.26
down,159.26,159.54
the,159.54,159.7
"hillside,",159.7,160.2
until,160.5,160.82
in,160.82,160.98
the,160.98,161.1
valley,161.1,161.34
below,161.34,161.66
they,161.66,161.88
heard,161.88,162.1
the,162.1,162.28
strangest,162.28,162.54
clattering,162.54,163.18
noise.,163.18,163.68
The,164.38,164.48
little,164.48,164.66
water-drops,164.66,165.34
were,165.34,165.46
then,165.46,165.64
able,165.64,165.9
to,165.9,166.08
make,166.08,166.34
out,166.34,166.5
a,166.5,166.64
flour-mill,166.64,167.18
that,167.18,167.36
was,167.36,167.52
standing,167.52,167.86
on,167.86,168.04
the,168.04,168.11
bank.,168.11,168.48
Inside,169.24,169.64
the,169.64,169.84
mill,169.84,170.0
the,170.0,170.16
water-drops,170.16,170.8
saw,170.8,170.92
two,170.92,171.12
great,171.12,171.38
"stones,",171.38,171.94
which,172.34,172.52
the,172.52,172.68
big,172.68,172.9
wheel,172.9,173.12
kept,173.12,173.38
whizzing,173.38,173.72
round,173.72,174.1
and,174.1,174.3
round.,174.3,174.68
The,175.52,175.76
"stones,",175.76,176.14
smoothed,176.34,176.76
by,176.76,176.86
the,176.86,177.04
"spinning,",177.04,177.32
were,177.72,177.88
busy,177.88,178.24
grinding,178.24,178.7
the,178.7,178.92
wheat,178.92,179.14
into,179.14,179.34
flour,179.34,179.76
and,179.76,179.98
the,179.98,180.06
corn,180.06,180.42
into,180.42,180.66
golden,180.66,181.02
meal.,181.02,181.42
But,182.06,182.24
what,182.24,182.42
giant,182.42,182.76
do,182.76,182.92
you,182.92,183.0
suppose,183.0,183.32
it,183.32,183.52
was,183.52,183.76
who,183.76,183.94
could,183.94,184.1
turn,184.1,184.4
and,184.4,184.62
swing,184.62,184.9
that,184.9,185.1
tremendous,185.1,185.52
wheel?,185.52,185.94
No,186.68,186.94
giant,186.94,187.32
at,187.32,187.5
all.,187.5,187.8
It,188.3,188.48
was,188.48,188.64
just,188.64,188.92
our,188.92,189.14
tiny,189.14,189.48
little,189.48,189.72
"water-drops,",189.72,190.56
who,190.8,190.96
sprang,190.96,191.36
on,191.36,191.54
it,191.54,191.68
by,191.68,191.86
hundreds,191.86,192.24
and,192.24,192.48
"thousands,",192.48,192.9
and,193.48,193.62
whirled,193.66,193.96
it,193.96,194.1
over,194.1,194.34
and,194.34,194.54
over.,194.54,194.8
It,195.22,195.4
was,195.4,195.54
lucky,195.54,195.82
for,195.82,196.02
the,196.02,196.16
water-drops,196.16,196.8
that,196.8,196.88
the,196.88,197.04
brook,197.04,197.28
where,197.28,197.46
they,197.46,197.58
were,197.58,197.74
swimming,197.74,198.06
next,198.06,198.52
emptied,198.52,199.25
into,199.25,199.6
a,199.6,199.84
beautiful,199.84,200.18
pond,200.18,200.62
where,200.62,200.84
ducks,200.84,201.18
and,201.18,201.36
geese,201.36,201.64
were,201.64,201.8
living,201.8,202.1
peacefully.,202.1,202.68
Aqua,203.52,203.84
liked,203.84,204.08
to,204.08,204.24
play,204.24,204.42
hide-and-seek,204.42,205.1
in,205.1,205.22
this,205.22,205.4
"pond,",205.4,205.74
and,205.84,205.94
it,205.94,206.02
was,206.02,206.14
his,206.14,206.3
brother,206.3,206.6
water-drop,206.6,207.28
who,207.28,207.46
he,207.46,207.6
fooled,207.6,207.86
by,207.86,208.08
swimming,208.08,208.4
to,208.4,208.66
a,208.66,208.84
big,208.84,209.12
pool,209.12,209.42
of,209.42,209.6
water,209.6,209.9
and,209.9,210.06
pretending,210.06,210.4
to,210.4,210.6
hide,210.6,210.84
"there,",210.84,211.16
but,211.78,211.96
then,211.96,212.16
sneaking,212.16,212.54
under,212.54,212.84
a,212.84,213.02
rock,213.02,213.36
into,213.36,213.6
an,213.6,213.78
obscure,213.78,214.22
little,214.22,214.5
puddle.,214.5,214.88
His,215.8,216.04
brother,216.04,216.32
had,216.32,216.54
blatantly,216.54,217.1
peeked,217.1,217.66
and,217.66,217.94
even,217.94,218.12
followed,218.12,218.56
Aqua,218.56,218.9
as,218.9,219.12
he,219.12,219.26
entered,219.26,219.5
the,219.5,219.68
big,219.68,219.88
pool,219.88,220.14
of,220.14,220.28
"water,",220.28,220.58
so,220.72,220.82
when,220.82,220.98
he,220.98,221.14
searched,221.14,221.48
there,221.48,221.72
and,221.72,221.86
could,221.86,221.98
not,221.98,222.16
find,222.16,222.46
him,222.46,222.62
he,222.62,222.74
was,222.74,222.88
extremely,222.88,223.34
surprised,223.34,224.02
and,224.02,224.16
gave,224.16,224.46
up.,224.46,224.72
Aqua,225.34,225.68
liked,225.68,225.96
this,225.96,226.18
pond,226.18,226.56
where,226.56,226.74
he,226.74,226.88
could,226.88,227.02
play,227.02,227.26
all,227.26,227.48
"day,",227.48,227.74
so,227.9,228.02
he,228.02,228.18
stayed,228.18,228.46
a,228.46,228.62
good,228.62,228.78
"while,",228.78,229.18
sailing,229.64,229.92
up,229.92,230.13
and,230.13,230.3
"down,",230.3,230.58
taking,230.7,230.88
the,230.88,231.08
ducks',231.08,231.4
backs,231.4,231.62
for,231.62,231.82
ships,231.82,232.12
and,232.12,232.32
the,232.32,232.46
frogs,232.46,232.78
for,232.78,233.0
"horses,",233.0,233.42
but,233.82,234.0
after,234.0,234.26
a,234.26,234.44
time,234.44,234.72
he,234.72,234.88
tired,234.88,235.18
of,235.18,235.36
the,235.36,235.48
dull,235.48,235.68
"life,",235.68,236.02
and,236.36,236.52
he,236.52,236.66
and,236.66,236.78
his,236.78,236.94
brothers,236.94,237.2
floated,237.2,237.64
under,237.64,237.9
a,237.9,238.08
bridge,238.08,238.4
for,238.4,238.6
a,238.6,238.74
long,238.74,238.97
distance,238.97,239.4
until,239.4,239.74
they,239.74,239.96
saw,239.96,240.2
another,240.2,240.5
brook,240.5,240.88
tumbling,240.88,241.26
down,241.26,241.5
a,241.5,241.64
hillside.,241.64,242.14
"""'Come,",242.8,243.08
let's,243.14,243.34
join,243.34,243.54
hands!',243.54,244.06
cried,244.06,244.4
"Aqua,",244.4,244.74
and,245.2,245.4
because,245.4,245.66
the,245.66,245.84
water-drops,245.84,246.42
were,246.42,246.54
all,246.54,246.68
"together,",246.68,247.04
overcoming,247.12,247.76
the,247.76,247.98
brook,247.98,248.22
was,248.22,248.4
child's,248.4,248.92
play.,248.92,249.14
It,249.94,250.0
was,250.0,250.14
by,250.14,250.28
the,250.28,250.44
help,250.44,250.64
of,250.64,250.8
Aqua,250.8,251.16
and,251.16,251.32
his,251.32,251.46
brothers,251.46,251.82
that,251.82,252.04
the,252.04,252.18
bewitching,252.18,252.64
river,252.64,252.86
was,252.86,253.06
able,253.06,253.28
to,253.28,253.48
float,253.48,253.78
heavy,253.8,254.08
"ships,",254.08,254.52
though,255.02,255.24
not,255.24,255.44
so,255.44,255.62
long,255.62,255.9
ago,255.9,256.08
it,256.08,256.18
was,256.18,256.28
only,256.28,256.52
a,256.52,256.66
little,256.66,256.82
stream.,256.82,257.32
As,257.84,258.08
the,258.08,258.26
river,258.26,258.46
grew,258.46,258.74
wider,258.74,259.14
and,259.14,259.36
he,259.36,259.44
could,259.44,259.58
almost,259.58,259.92
see,259.92,260.12
the,260.12,260.26
"ocean,",260.26,260.62
Aqua,261.04,261.3
realized,261.3,261.84
his,261.84,262.1
journey,262.1,262.46
was,262.46,262.62
almost,262.62,263.0
"over,",263.0,263.44
and,263.88,264.04
he,264.04,264.14
had,264.14,264.26
come,264.26,264.44
full,264.44,264.7
circle.,264.7,265.12
Back,265.66,266.18
in,266.18,266.3
the,266.3,266.42
ocean,266.42,266.7
he,266.7,266.98
felt,266.98,267.26
right,267.26,267.48
at,267.48,267.66
home.,267.66,267.92
For,268.2,268.44
him,268.44,268.68
this,268.68,268.88
was,268.88,269.04
the,269.04,269.22
"safest,",269.22,269.52
sweetest,269.72,270.02
place,270.02,270.32
in,270.32,270.46
the,270.46,270.56
whole,270.56,270.72
wide,270.72,271.02
world.,271.02,271.34
During,271.82,272.12
the,272.12,272.28
warm,272.28,272.5
summer,272.5,272.8
"evenings,",272.8,273.28
if,273.42,273.52
you,273.52,273.62
take,273.62,273.84
a,273.84,273.98
walk,273.98,274.22
on,274.22,274.36
the,274.36,274.5
sea,274.5,274.68
"beach,",274.68,275.06
you,275.38,275.54
will,275.54,275.68
hear,275.68,275.9
the,275.9,276.06
gentle,276.06,276.44
rippling,276.44,276.9
swash,276.9,277.38
of,277.38,277.54
the,277.54,277.66
"waves,",277.66,278.06
and,278.36,278.5
some,278.5,278.74
say,278.74,279.0
that,279.0,279.18
it,279.18,279.28
must,279.28,279.44
be,279.44,279.6
the,279.6,279.74
gurgling,279.74,280.08
voices,280.08,280.44
of,280.44,280.59
Aqua,280.59,280.96
and,280.96,281.14
his,281.14,281.3
brother,281.3,281.62
water-drops,281.62,282.38
telling,282.38,282.6
each,282.6,282.86
other,282.86,283.08
about,283.08,283.32
their,283.32,283.48
wonderful,283.48,283.86
journey,283.86,284.3
around,284.3,284.64
the,284.66,284.82
world.,284.82,285.12
