text,start,end
hậu.,243.34,243.48
Alice,244.04,244.44
lịch,244.44,244.76
sự,244.76,244.94
trả,244.94,245.18
"lời,",245.18,245.5
nhưng,245.86,246.06
trong,246.06,246.3
lòng,246.3,246.56
lại,246.56,246.74
"nghĩ,",246.74,247.0
"hầm,",247.5,247.88
đó,248.12,248.3
chẳng,248.3,248.62
phải,248.62,248.86
là,248.86,249.12
một,249.12,249.36
bộ,249.36,249.7
bài,249.7,249.96
tú,249.96,250.2
lơ,250.2,250.44
khơ,250.44,250.66
hay,250.66,250.84
sao?,250.84,251.16
Việc,251.52,251.8
gì,251.8,251.96
họ,251.96,252.22
phải,252.22,252.56
sợ?,252.56,252.98
Còn,253.46,253.72
họ,253.72,253.92
là,253.92,254.1
ai?,254.1,254.44
Hoàng,254.64,255.04
hậu,255.04,255.3
chỉ,255.3,255.56
3,255.56,255.78
người,255.78,256.02
làm,256.02,256.3
"vườn,",256.3,256.78
dưới,257.0,257.8
gốc,257.8,258.4
khóm,258.4,258.84
hoa,258.84,259.18
"hồng,",259.18,259.48
bởi,259.84,260.1
vì,260.1,260.24
3,260.24,260.44
người,260.44,260.68
đó,260.68,260.86
úp,260.86,261.08
mặt,261.08,261.28
sát,261.28,261.54
đất.,261.54,261.82
Những,262.16,262.48
hình,262.48,262.76
vẽ,262.76,263.04
trên,263.04,263.3
lưng,263.3,263.58
họ,263.58,263.9
cũng,263.9,264.24
giống,264.24,264.54
hình,264.54,264.8
vẽ,264.8,265.14
của,265.14,265.72
các,265.72,266.0
quân,266.0,266.34
bài,266.34,266.54
khác.,266.54,266.94
Nên,267.28,267.5
hoàng,267.5,267.76
hậu,267.76,267.96
không,267.96,268.16
nhận,268.16,268.4
ra,268.4,268.7
3,268.7,269.1
người,269.1,269.34
đó,269.34,269.58
là,269.58,269.78
thợ,269.78,269.98
làm,269.98,270.16
"vườn,",270.16,270.48
quân,270.9,271.16
"lính,",271.16,271.48
đại,271.7,271.96
thần,271.96,272.26
hay,272.26,272.64
là,272.64,272.82
những,272.82,273.04
đứa,273.04,273.28
con,273.28,273.5
của,273.5,273.7
bà.,273.7,274.0
Làm,274.64,274.92
sao,274.92,275.04
tôi,275.04,275.28
biết,275.28,275.5
"được,",275.5,275.76
đó,275.96,276.1
đâu,276.1,276.28
phải,276.28,276.44
là,276.44,276.58
chuyện,276.58,276.84
của,276.84,277.02
tôi.,277.02,277.3
Alice,277.74,278.3
vừa,278.3,278.8
nói,278.8,279.08
vừa,279.08,279.3
ngạc,279.3,279.64
nhiên,279.64,279.96
về,279.96,280.44
sự,280.44,280.74
dũng,280.74,281.0
cảm,281.0,281.22
của,281.22,281.44
chính,281.44,281.68
mình.,281.68,281.92
Hoàng,282.56,282.9
hậu,282.9,283.22
đã...,283.22,283.88
Hoàng,284.14,284.5
hậu,284.5,284.76
đỏ,284.76,284.98
mặt,284.98,285.32
vì,285.32,285.72
tức,285.72,286.0
giận.,286.0,286.26
Trộn,286.94,287.24
mắt,287.24,287.42
nhìn,287.42,287.64
Alice,287.64,288.1
hồi,288.1,288.42
"lâu,",288.42,288.78
sau,289.14,289.3
đó,289.3,289.54
rít,289.54,289.76
"lên,",289.76,290.02
Chém,290.44,290.68
đầu,290.68,290.86
nó,290.86,291.04
cho,291.04,291.22
"ta,",291.22,291.44
chém!,291.58,291.96
